Feature	MIP_1a_CCL3_Bacillus.S.	MIP_1a_CCL3_Bacteroides.V.	MIP_1a_CCL3_Candida.A.	MIP_1a_CCL3_CD3_CD28	MIP_1a_CCL3_Clostridium.P.	MIP_1a_CCL3_PBS	MIP_1a_CCL3_Pseudomonas.A.	MIP_1a_CCL3_Staph.A.
Cdk5r1	0.0134972349338012	0.00479203996451271	0.00607649524584769	0.00270218722617263	0.0043593101371249	0.0190120424974665	0.0142694404314125	0.00983590444921883
Cib1	0.0207140505961343	0.0059629258197472	0.0154640340697515	0.00372312705417907	0.00338113730959254	0.00759050305986665	0.0199675205640692	0.0152790658880997
Cldn15	0.0238509318771828	0.0508625547813853	0.00679561736192936	0.0425623308792521	0.0176538221175577	0.0189719988630371	0.0470927257289723	0.0629846848917706
Clec7a	0.00128254117425355	0.00759776468735984	0.00130610527397978	0.00826382401006994	0.0102923884203203	0.00414139759989801	0.00175274927172796	0.00254548074209603
Coa3	0.00610699959110905	0.00424021891765321	0.00574330311974701	0.00903327227699352	0.0171375669715289	0.00244405415929978	0.00500477434679604	0.00119036338405209
Cog5	0.0252250321419415	0.0142446736048419	0.00512381683551113	0.00418142825437099	0.0155778224827963	0.0377296053150274	0.0197232041178792	0.00895044011619145
Col11a2	0.0217052735755319	0.313471041965236	0.044238538081804	0.0601081843680223	0.0175843144298885	0.0267028546890293	0.025329327628808	0.156650243488046
Coq10b	0.00292792642974177	0.0101476040359041	0.0178079187042221	0.00622528349559515	0.00675533837976207	0.0106199527767501	0.00343979503184077	0.00693112097064408
Cpeb2	0.0216355875617339	0.00697699434370313	0.00783757035698228	0.0468672619593704	0.0331173534999456	0.0713693877957763	0.0207872646611971	0.0183162623433061
Cpt1c	0.0759621476797071	0.202815467766002	0.0695918436898902	0.0440843717812724	0.0359095526736158	0.0478172954547752	0.0666050156671089	0.188576828361252
Crb3	0.0233578724634081	0.0421605919756552	0.0298196835152794	0.174008718978494	0.0368751583969229	0.0732353499489145	0.0272376203899992	0.0388283870513051
Crip1	0.0173916176980788	0.0129657083777309	0.0139802682013014	0.00504151338958124	0.0448000090100327	0.00966496090989462	0.0216528100492681	0.016988591639952
Crybb1	0.0217186627640889	0.0257981697064742	0.129786446184914	0.232576095615967	0.0987309760902068	0.0395297751936122	0.0558791600215995	0.149876358626433
Csde1	0.0180284594986277	0.00608046914359911	0.0484919349283974	0.0381089679171753	0.0317361322944447	0.00660024273172809	0.0391828015214824	0.0319410523220471
Csnk1d	0.0352182812636838	0.0605289550321256	0.0435685899681032	0.0266157983517517	0.0156163493005333	0.00900667464193194	0.0654731068141921	0.072615613311442
Cxcl11	0.0158087982114256	0.00660706979033356	0.00658492020051812	0.00394010148372438	0.0224199966609138	0.00387673072151634	0.010600470225562	0.00884171439559232
Cyba	0.00768900921736947	0.0120266652219789	0.0533804349858742	0.0447920857540137	0.038741598856324	0.00737427586047095	0.00783962412943191	0.00839947795607526
Cyfip2	0.015505547900206	0.00299012603745985	0.00868195946472116	0.0172429741313699	0.0206732026590264	0.00433521928192547	0.00461465354901539	0.00389408382270586
Cyp1a1	0.0391583789205941	0.0614128749475437	0.0374239096407327	0.0353584904112457	0.330116092480789	0.0367539368106074	0.0129950818430663	0.0497870169593061
D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Muribaculaceae; D_5__uncultured Bacteroidales bacterium; D_6__uncultured Bacteroidales bacterium	0.0047214486160844	0.0115884923571392	0.0152153762072544	0.0039130828751447	0.0119295344084017	0.00160738773562814	0.0090662419836027	0.00524498054633886
D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prevotellaceae; D_5__uncultured; D_6__Prevotellaceae bacterium DJF_VR15	0.0128750250455936	0.155990611920385	0.116549444190174	0.840556710976033	0.191492245076191	0.165305165956872	0.0232395477406083	0.0541712894463068
D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__Lactobacillus murinus	0.0040336372295343	0.00194149842260628	0.0140472056365425	0.0099042402113074	0.0115449988091184	0.00462650863351245	0.00180701980388109	0.00609517136710224
D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Streptococcaceae; D_5__Lactococcus	0.0103633210320195	0.209905099007405	0.0327749859172774	0.0367508621601023	0.0269507659533289	0.0536431229618299	0.0060681619390631	0.016992760897377
D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae	0.00357401831238368	0.00118311286818169	0.0059400801897202	0.029769584371639	0.0155112369896604	0.00280638416501366	0.00407197636388915	0.00400264826482996
D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__[Eubacterium] xylanophilum group; D_6__uncultured bacterium	0.000482419193670671	0.00713618543170995	0.00569950846397074	0.000889236802736619	0.00182602859935168	0.0020782364938199	0.00261386876526362	0.00138053863229738
D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__uncultured; D_6__uncultured bacterium	0.000998314294495517	0.010214749906995	0.00537157878860464	0.0367213191563366	0.0175511072146945	0.00248000456662421	0.00621511226837416	0.0078024946244881
D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-004; D_6__uncultured bacterium	0.0422697183746957	0.322320449487777	0.0240137961078866	0.00697670151500394	0.0165129426024199	0.0212705971473015	0.0219321274452254	0.0185301710393529
D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Parasutterella; D_6__Burkholderiales bacterium YL45	0.00811491094050079	0.00219393723498322	0.00610286649933519	0.00304914503897831	0.0166348464765396	0.00153265963097629	0.00199054445046866	0.00493940701820886
D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Akkermansiaceae; D_5__Akkermansia	0.0446345803391699	0.149787619886393	0.0386397745699673	0.0880464327353937	0.0366435484528014	0.0694776408001357	0.0303628309729424	0.105941778627029
D8Ertd738e	0.0509259653840332	0.0157003437906472	0.0126171977827148	0.0112426340897055	0.0265039110421141	0.0735466052371868	0.0712834736486121	0.0414395346052012
Ddx24	0.00545514706149642	0.0188981522250697	0.0132409365406827	0.019790291909445	0.0388685528384618	0.0029720553288859	0.00229155013883742	0.00570772308997471
Ddx3y	0.00637163983247515	0.0232774570653348	0.0363855289502305	0.00990364565662318	0.0118839157152559	0.00842973805683383	0.00826486916742538	0.0140574011278546
Dgcr2	0.0386048433082244	0.0321930996427699	0.0102103291974001	0.0282239380804926	0.0125742128656311	0.0223691893741692	0.0288105264289527	0.0295792590032939
Dnaic1	0.0373945286835973	0.0129170988866737	0.0363440442192592	0.0456309757849786	0.00823515461134841	0.0517436696655933	0.0679894509581725	0.103775669240144
Doc2a	0.0299588532781059	0.0338715620549572	0.0271051018812024	0.00918356067056445	0.0432174350139753	0.0123859783780949	0.00311427115350624	0.0291615924446681
Dock5	0.017819272247146	0.0106819530862643	0.00798974274070527	0.0107618372518964	0.0108692646214361	0.0425309414927573	0.0132906891404744	0.00764004879068425
Dom3z	0.0177634284446313	0.0118895689503712	0.0174950526973219	0.0145410230839565	0.00301462792756397	0.00813100618804957	0.0102109340608182	0.0102706236266927
Dopey2	0.0227473908020354	0.0184837429412094	0.0159409899994368	0.00360607928449669	0.00854822474141259	0.00148635145744535	0.0179108048312692	0.0139802264442789
Dusp6	0.00396891819674208	0.00347382737973672	0.00681631902244162	0.00401355178603	0.00290517112590779	0.0011572967828103	0.00610996106778991	0.0066308040803502
E2f2	0.00859569232825897	0.00462636396135121	0.000959417983773288	0.000880427340387438	0.00192076706597869	0.00541214726231799	0.0061192990899625	0.00662158437639872
Eef2	0.0033729044465808	0.0362635478981301	0.0446998338269277	0.0247888594893079	0.016061223575755	0.00701786073785722	0.0129481978352167	0.0314830047841512
Efcab12	0.0745078687431069	0.070787773707592	0.0957998162426205	0.0616976588667685	0.0727006379305052	0.0780306236499928	0.0400214639205696	0.04690934343151
Eif2s3y	0.000553750593901818	0.00315266819921279	0.00694244697189884	0.000727845281822674	0.00180169382403453	0.00257180279793437	0.000794517641327665	0.00182061314241616
Eif3f	0.0012622499609037	0.000171802205298904	0.00609290730485054	0.00111958844968954	0.00268081844287212	0.00161519987502255	0.000829212253214819	0.000361366966898819
Eif3h	0.0439589490578843	0.0322927206340078	0.0124114502217328	0.0444957725127886	0.0587443989723823	0.0466101327234291	0.0961889635113904	0.0456893387224647
Eif4a3	0.0192103064384034	0.00949798279712181	0.0244953429521163	0.0140426315691404	0.00595075967277875	0.00348012172015399	0.0313162423878851	0.0325849129375836
Eif4h	0.0052506317856541	0.0066057668889015	0.00582090691504463	0.0025397620933258	0.000946922580817313	0.0112202963075361	0.00120403173109613	0.00844873509891408
Eif5a	0.01681279105704	0.0191135009204916	0.0238516960651872	0.00628726675049437	0.0315917770591305	0.0230551706099615	0.00709000634796875	0.00340263057739846
Emc3	0.0213122725857759	0.00710623992239126	0.00389594089377451	0.0347567498207373	0.00176347470766889	0.00654714854891736	0.026901933539727	0.0209821868928823
Emc4	0.0141347363891522	0.00467707839463152	0.0139946407101747	0.00456642216733332	0.00516131103957991	0.0257148927623362	0.0198314195989269	0.0333278322393849
Epc1	0.00258263043834439	0.00288960629783322	0.0145252539377842	0.00133014502928888	0.00185475625863297	0.0051021047657386	0.00693224767086429	0.00907417138136982
Erdr1	0.028638577172163	0.0451198720916973	0.0898616144724005	0.0119333156063705	0.0456055834654644	0.0118544089507918	0.0321949495957317	0.0411194612179447
Ets1	0.0268335886926254	0.0250998763187483	0.00327257182066814	0.0263050338016482	0.00540201093095957	0.00462238621870923	0.0361307064844368	0.0142903278200365
Fam151b	0.031097600079358	0.030889354588549	0.0105518561246007	0.00916176875042008	0.00768261777638869	0.0443405785828153	0.0119664818431927	0.00440543719799346
Fam203a	0.0119985572564913	0.00591050435242323	0.0282421155471159	0.012253044885268	0.0198177800607054	0.0247250977753662	0.00380379840505006	0.00848628368040685
Fam98c	0.000164742336057764	0.000269903794791165	0.00277844653518054	0.000136788338714534	0.000257609221873164	0.00250455742593589	0.00179040742662555	0.00427117209352758
Fbln2	0.0155019695281503	0.0275749047211851	0.00813999268760833	0.00286203338857694	0.00406900157698259	0.0140492011057454	0.0284833811958281	0.0309128951620472
Fmr1	0.000511097140836229	0.0148253832137646	0.00128051069124689	0.00135818415144897	0.00301154426908504	0.00145177640325232	0.000424045410282413	0.00193151113892958
Fndc3a	0.000149516274333737	0.000290757752868335	0.00453800777552166	0.00148682632057071	0.00244856476959618	4.56487189899462e-05	0.000613488520818626	0.00172584695665085
Ggnbp1	0.000334903981460656	0.00573800134356362	0.0124518992689196	0.00475555232964715	0.00538524277575756	0.00098190544980934	0.00705835061053949	0.010442621574121
Gls2	0.0165668466165947	0.0122702587136325	0.0197298476543556	0.00389637319887761	0.0148148123522162	0.0148302237846472	0.00684924287571009	0.00463927667687454
Gm10845	0.00698330963074155	0.0394556460734525	0.0873360310740759	0.0125703095088607	0.0126397018343589	0.111104136883994	0.00478906687786465	0.00797466366641477
Gm10863	0.0114415419685345	0.016313892108153	0.0292057718139962	0.0120139268356795	0.0194565172596132	0.00848621607973317	0.00939943025104456	0.0144896413553802
Gm11602	0.00422207610749282	0.00293254012356589	0.00415555558158359	0.00200421732941453	0.00465891915134516	0.00229396451211629	0.00145907648469739	0.00191454223321548
Gm15446	0.009234641296631	0.009435193053316	0.00452689049033668	0.00505743824294411	0.0231098408836506	0.0194166297576304	0.0102262228429702	0.0167409564024335
Gm2848	0.0204396445117838	0.0461684752793611	0.0197276243637399	0.0253970370267929	0.0141326407107794	0.0190452781585606	0.0226414451179141	0.0199316008324437
Gm4285	0.00528843457181066	0.0085740488440136	0.0040734139695846	0.0224243303653678	0.00568715185317165	0.0103577006230758	0.00512872392851366	0.00566485819249551
Gm684	0.168559522673604	0.300473371810642	0.251668384940483	0.408562706540324	0.119568829039258	0.0825299974079326	0.0792177721222162	0.651696877392169
Gm711	0.0496754074531656	0.0174729449772721	0.0929096572006643	0.0394156933758668	0.014575677138619	0.0821341308386964	0.0522581249509697	0.0602625291401267
Gnl3	0.000993540792178163	0.00308958055695087	0.000432461896913611	0.00347832716417658	0.000322631322994602	0.00109841691793615	0.000235618767613163	0.00162478873427731
Grcc10	0.0131795895994891	0.00280095313402962	0.0115326900862608	0.00931735654893835	0.0161085182787805	0.0111789500469859	0.0230239655948317	0.018474479809651
H2-K1	0.00754748320417173	0.0026953657736513	0.00671338800941994	0.00493719833115871	0.0215026572690954	0.00118068851568259	0.0130932930443653	0.00558562767782742
Hcn1	0.0308391891241077	0.0483144428079346	0.0154180792025652	0.154934020880239	0.0822899160372893	0.0384287326666483	0.0463183628213236	0.114109553299106
Hdhd3	0.133482941709829	0.468421157382729	0.128144987679507	0.190675137580434	0.0649530288384304	0.152460187733784	0.160900248363045	0.251897327507439
Hemk1	0.00268325012738779	0.00374608003119591	0.00100778156332304	0.00204694194217803	0.00243486524858733	0.00297687632176489	0.00324884635273592	0.00136048974641418
Hgfac	0.0684692650227982	0.0900997266868871	0.0482173810670335	0.0233500659575661	0.12904386889819	0.0285226507268015	0.0719580538164231	0.119056379974461
Hist1h2bm	0.020156999251497	0.00643117975490651	0.03025898857023	0.012402813120685	0.0570179042238551	0.0769086518551741	0.00653189250622344	0.00978942579081141
Hist2h2bb	0.00417176935066879	0.0454036250618401	0.00422398835515466	0.00395305584760753	0.0371430587818634	0.0100488206276289	0.0135828774282118	0.0230980956990142
Hnrnpa2b1	0.00294339050167328	0.00337852711934832	0.00498492430708109	0.000302994770654722	0.00233479603509	0.00225313344269839	0.00448075589301309	0.00553935060428593
Hps4	0.00180637448736301	0.00360513815343266	0.00117510799046837	0.00860443170032608	0.0020284298757755	0.00615220476726674	0.00474198384741093	0.00612114443374352
I830077J02Rik	0.00445782446443648	0.00316609278250419	0.0122447148552945	0.00515556959407935	0.0198272626904506	0.0128389419257405	0.00410317397062586	0.00773656500118437
Iars	0.016296093515413	0.0244715228497258	0.0165361143132756	0.00458414963779156	0.0184478782547789	0.00689897012219104	0.0240476500291285	0.00844933396101652
Ifng	0.00315572452779365	0.00755136948347261	0.0504445844953314	0.00473199620808802	0.0240736607737528	0.0136389978879472	0.0117987013543566	0.00888265430418388
Igf2bp3	0.00245015095177263	0.00347090621728387	0.0157850490393535	0.005412702727332	0.0261432579420046	0.0149095023694837	0.00420678024354599	0.00608609662625827
Igj	0.00190445108874252	0.00764343431580517	0.00762340704856918	0.00964363725232085	0.00514046321134217	0.00915088693329646	0.0142668813472099	0.0179009853760559
Il12a	0.0368736242254032	0.0107951335875437	0.0060943557445533	0.0432126043816827	0.0236660028719922	0.048363219339828	0.025437741035361	0.038003643093723
Insig1	0.00800917975786771	0.00971757538776726	0.0265349363962865	0.0136091042865961	0.00549500451014093	0.0201514229114771	0.00781603487952461	0.010299993283022
Itgb2	0.0269218609525228	0.0396155454935458	0.0122081408533158	0.0148610188394941	0.00630991995145548	0.0587733018849218	0.0477243480821811	0.0772333879330001
Jak1	0.0215967856978672	0.0524884438744722	0.0143764724021811	0.0743210489938977	0.09635802133527	0.0768444712164022	0.106546243588861	0.102385344109931
Kdm6a	0.0101714171530224	0.0167604244873398	0.00745317588519727	0.0109501266495405	0.0456827669011852	0.00640499450654816	0.0280784665763124	0.0166973387460781
Krtap16-1	0.0160098711019934	0.0613205904585162	0.0205147178762312	0.0231912903864548	0.256978017832561	0.0243201652364585	0.021906418404078	0.0225040688691105
Krtcap3	0.0052933776730183	0.0037609675705986	0.0129231370656227	0.00303680534198244	0.00704632099877294	0.00150395670330857	0.00132348838219327	0.00750916887095333
Lgals7	0.00135179844723003	0.00041763268017218	0.00127811432303887	0.00161305072078311	0.00181791583613976	0.00149728780398116	0.000391067262356933	0.00333592237761578
Lgr6	0.197068395918073	0.0945835789671614	0.113526546873284	0.0230250601089093	0.202036114994448	0.23061404181291	0.096923200204788	0.178740682472147
Lrrn4	0.0535261008819486	0.0454558673605375	0.102362705170467	0.0536160568043008	0.112805745987486	0.0120111242745431	0.0320146393327092	0.069681705188228
Mboat7	0.0317849434513702	0.0300452825459742	0.0128675618612691	0.00985501591917753	0.0175767804739499	0.00351975615485383	0.0329945881343174	0.0399883539188276
Mccc2	0.0066143039232043	0.0151995666943517	0.0164187275088428	0.012577274426695	0.0025894383630842	0.00667764799858552	0.00623817981799741	0.00131264843589833
Med24	0.0476393974877256	0.0460836832341097	0.00838273136562101	0.0237957369637653	0.0610770848083758	0.0324989938582584	0.0926368590946341	0.0472756736136964
Meg3	0.0107225738348252	0.0147346068270333	0.0282624102402446	0.0311210643612631	0.0414719742380424	0.00483488406774028	0.0125214601418796	0.0461823192507572
Meox1	0.04238616176817	0.0350119649596147	0.0315127901190886	0.0623921076345484	0.0164888820405877	0.0238592283091066	0.103357551522194	0.131037605456186
Mff	0.012856888146925	0.0294772625859147	0.00593949074758447	0.0426106991522108	0.00973546954597116	0.00492209622706851	0.00378550814180305	0.00317515456940665
Miip	0.0035888897879028	0.00318746425105772	0.0106357995642011	0.0126656469547541	0.00391086195974048	0.00744624213816985	0.0101228081150039	0.0117289009271143
Mir339	0.0138308254191561	0.0136750496790076	0.017159197793924	0.012140037687225	0.0109452177457491	0.0119456292442227	0.0149861883080903	0.0439227353135044
Mmrn1	0.00145905000100623	0.00446628242504761	0.0118767666711159	0.00176018525280297	0.00833076177809821	0.0115324399880489	0.00121663806594988	0.00126448781780504
Mon1a	0.00597186384124044	0.000682434270814352	0.0032279792818105	0.00190755714615498	0.0034602223400326	0.00273692055116622	0.00573321577148217	0.00494063180470761
Mrpl54	0.0029800530564945	0.0120803711728506	0.0245727166776532	0.00730707817627305	0.00371813933636869	0.00464301327752233	0.00802777701188144	0.0129133636035273
Mss51	0.0399966775165265	0.0704339769592254	0.00605264634989666	0.073949885339757	0.0298325885726839	0.0118351303854259	0.0397543139076038	0.0743666987917957
Naca	0.0539432300990986	0.0405816052505677	0.00437224438499501	0.0487662481458279	0.0609450729936646	0.00841519080646927	0.0764814512530246	0.0570194093116034
Nat6	0.0219813311838578	0.0229456645292126	0.0137438730731395	0.0282984674057215	0.00650101829222296	0.00667086218396278	0.0453849095497156	0.0279004944511131
Nbeal1	0.00310839831393615	0.00829675634458995	0.0114735549434412	0.000468340121776497	0.00192265780948294	0.00450622629106368	0.00655273255321704	0.0049173507246377
Ncam2	0.0238389974381975	0.0257622285453217	0.0459868620816379	0.190414283627401	0.0253377480831349	0.0179893887859946	0.0115816691240358	0.0854296598747422
Ndel1	0.0261867394485946	0.0166883382419847	0.0223628740233058	0.0137712905870711	0.028111613957109	0.00335238957716625	0.0492736537158957	0.0414901859205127
Nkd1	0.0181082682884444	0.024142315699614	0.0597153658520666	0.00971168864641213	0.0262750191522991	0.037450234720505	0.0151244542785479	0.00616672516104654
Nup62	0.00420495074546805	0.015673737096975	0.00529513924830036	0.0224945144449435	0.0154982083223811	0.00690277171975869	0.0118635410502029	0.034790649592257
Ogfrl1	0.00881606506380187	0.0147672092107583	0.00273949838342841	0.0305183352490141	0.00297131777596897	0.00898238308960665	0.00909567666898004	0.00793273535831609
P2ry10	0.00721755321369713	0.018519835587401	0.0209235472549157	0.0323327441577595	0.00598677525734062	0.0201501046695964	0.0247307682363905	0.00570875493780437
Pafah1b1	0.00132793779715108	0.0036879596559312	0.00700847438369399	0.00743266209782927	0.00162493815504114	0.00173217488600809	0.0118275474845913	0.00413605573415616
Papd7	0.00978046758781361	0.0172075207903886	0.0234959149454359	0.0625272922035007	0.0317404361438052	0.0351545219987666	0.00516804206387894	0.00867811073988757
Pik3c2b	0.00334183892853987	0.00538291678379685	0.00154878708534311	0.000649028864116054	0.00274643098288002	0.00104313417871666	0.00385510890420226	0.00307723002594263
Pkig	0.0114611460250695	0.0142252842582241	0.00171499819193969	0.0012278852955029	0.00165187690546347	0.00570445665644114	0.0074326714178811	0.00631571980077053
Pla2g4a	0.00551383975956497	0.00848732191607655	0.00893046155056332	0.0298410851621423	0.0154837388263019	0.0201806066240597	0.0079979183542642	0.00571539927895392
Plcd1	0.0231569819379654	0.0177248950859772	0.0158003506105702	0.0175395922356807	0.0595828449947679	0.0822600776359989	0.0066688119439548	0.0225872588585137
Plekhg5	0.00683837991204819	0.0322815739484095	0.00408026032598631	0.0947092750718464	0.0325468610289273	0.0233291721488534	0.0150347335224065	0.00847159184888777
Polg2	0.00100084028314474	0.000653619102644885	0.00216658712543746	0.00299270488456932	0.00367415919814213	0.000231432874651242	0.000915349556973438	0.00247081329395463
Ppm1e	0.041951342664778	0.061802968109407	0.0649228217433059	0.0223615039299081	0.113518784149968	0.0140897038239033	0.0692400346169582	0.0304436523930093
Ppp1r7	0.000786292911869501	0.00126608794654711	0.00170732039749803	0.000400311946563337	0.00229295830711133	0.000793400410618399	0.00215601526017684	0.0022435290509428
Ppp4r1l-ps	0.00483016479905621	0.0151230183394681	0.0327521122122975	0.0223972985103061	0.00557033105064462	0.00715083079434792	0.00572206970098674	0.00651843588014886
Ppp4r2	0.0145499367552853	0.0195584380659321	0.0154604611539965	0.00280767155115187	0.0165850418658151	0.0125302603425955	0.0280576721480941	0.0346124794811367
