item1	Blood_Total_T_cells	Blood_Total_B_cells	Blood_CD4_T_cells	Blood_CD8_T_cells	Blood_CD4_T_cells_CD44lo_CD62Lhi	Blood_CD4_T_cells_CD44hi_CD62Lhi	Blood_CD4_T_cells_CD44hi_CD62Llo	Blood_CD4_T_cells_CD44lo_CD62Llo	Blood_CD8_T_cells_CD44lo_CD62Lhi	Blood_CD8_T_cells_CD44hi_CD62Lhi	Blood_CD8_T_cells_CD44hi_CD62Llo	Blood_CD8_T_cells_CD44lo_CD62Llo	Blood_Total_myeloid_CD11b_CD11c	Blood_CD4_T_cells_CD25.	Blood_Total_immune_cells_CD45.	MLN_Total_T_cells	MLN_Total_B_cells	MLN_CD4_T_cells	MLN_CD8_T_cells	MLN_CD4_T_cells_CD44lo_CD62Lhi	MLN_CD4_T_cells_CD44hi_CD62Lhi	MLN_CD4_T_cells_CD44hi_CD62Llo	MLN_CD4_T_cells_CD44lo_CD62Llo	MLN_CD8_T_cells_CD44lo_CD62Lhi	MLN_CD8_T_cells_CD44hi_CD62Lhi	MLN_CD8_T_cells_CD44hi_CD62Llo	MLN_CD8_T_cells_CD44lo_CD62Llo	MLN_Total_myeloid_CD11b_CD11c	MLN_CD4_T_cells_CD25.	MLN_Total_immune_cells_CD45.	MLN_Eosinphils	MLN_Neutrophils	MLN_Ly6C_Monocyte	MLN_CD11c_MHCII	MLN_CD103_CD11c_MHCII_DC	MLN_CD103neg_CD11c_MHCII_DC
IL.1a_CD3.CD28	0.409	0.5392	0.4166	0.2654	0.7314	0.3208	0.54	0.5626	0.1798	0.1936	0.3806	0.9958	0.3594	0.3082	0.5434	0.1602	0.1468	0.1608	0.144	0.5818	0.8158	0.3186	0.6608	0.6768	0.7886	0.4864	0.7488	0.591	0.1086	0.3314	0.4664	0.1456	0.88	0.4204	0.6528	0.4236
IL.1a_ClostridiumP	0.2838	0.4612	0.3038	0.1282	0.6366	0.2594	0.5486	0.464	0.0852	0.0784	0.25	0.9264	0.3622	0.1842	0.5806	0.0346	0.0442	0.0338	0.0162	0.6498	0.6418	0.2622	0.7358	0.7506	0.6124	0.5344	0.8196	0.6406	0.037	0.3108	0.4302	0.0412	0.7936	0.41	0.6686	0.4174
IL.1a_PBS	0.4636	0.6674	0.491	0.3952	0.747	0.5846	0.702	0.6514	0.3216	0.4934	0.4068	0.8888	0.6192	0.4004	0.7528	0.4968	0.4464	0.5034	0.4666	0.7886	0.6366	0.5586	0.8502	0.8726	0.6208	0.7184	0.9504	0.7556	0.2492	0.5766	0.5928	0.2604	0.7954	0.6244	0.7806	0.631
IL.1a_PseudomonasA	0.207	0.5422	0.2426	0.1176	0.5908	0.5372	0.6996	0.4714	0.1094	0.3302	0.1812	0.7458	0.6178	0.133	0.7766	0.3608	0.231	0.3768	0.2704	0.8306	0.315	0.4988	0.914	0.9382	0.2992	0.7454	0.972	0.7922	0.0398	0.5336	0.5064	0.029	0.6154	0.6058	0.778	0.6202
IL.1a_StaphA	0.3598	0.4642	0.3684	0.1902	0.6974	0.1944	0.4728	0.509	0.12	0.0672	0.3384	0.969	0.2732	0.2584	0.4758	0.0244	0.0426	0.0228	0.017	0.5166	0.861	0.2162	0.6046	0.6246	0.831	0.3982	0.697	0.5536	0.0554	0.2494	0.4282	0.0818	0.8894	0.3494	0.6142	0.3508
IL.5_BacillusS	0.1724	0.6186	0.2144	0.119	0.5662	0.6572	0.7908	0.4868	0.1318	0.496	0.1534	0.6344	0.7472	0.1072	0.8982	0.5434	0.4042	0.556	0.4684	0.9244	0.1566	0.6188	0.9798	0.9478	0.1508	0.8388	0.8334	0.872	0.0438	0.6654	0.5592	0.029	0.4954	0.7004	0.8456	0.7156
IL.5_BacteroidesV	0.1642	0.6424	0.2074	0.1154	0.5724	0.66	0.8046	0.5088	0.139	0.5164	0.158	0.6178	0.7606	0.1072	0.919	0.5586	0.4338	0.5714	0.491	0.9336	0.1378	0.6198	0.961	0.9302	0.1324	0.8416	0.808	0.8796	0.043	0.6786	0.5756	0.0282	0.4604	0.712	0.8574	0.7246
IL.5_CandidaA	0.367	0.4572	0.3748	0.1858	0.6996	0.164	0.454	0.4968	0.1108	0.075	0.3424	0.967	0.2364	0.2602	0.4486	0.0412	0.0524	0.0388	0.0358	0.4656	0.8784	0.182	0.5668	0.5874	0.8472	0.3356	0.6668	0.5064	0.0614	0.2152	0.4	0.087	0.8932	0.302	0.5898	0.3002
IL.5_CD3.CD28	0.1754	0.566	0.2112	0.0986	0.577	0.5572	0.7296	0.4652	0.0876	0.3316	0.155	0.679	0.6544	0.1062	0.8224	0.3758	0.234	0.3902	0.2732	0.8694	0.2246	0.5132	0.9608	0.989	0.2128	0.7808	0.9034	0.8202	0.032	0.5532	0.5008	0.019	0.5504	0.6202	0.7988	0.6388
IL.5_ClostridiumP	0.1742	0.593	0.2108	0.1028	0.57	0.6138	0.7662	0.4774	0.1132	0.4384	0.1584	0.6672	0.7008	0.1006	0.8618	0.4814	0.3288	0.4948	0.3936	0.8924	0.1856	0.5742	0.99	0.983	0.1792	0.8026	0.8798	0.8454	0.0354	0.6136	0.5412	0.0226	0.5126	0.6654	0.8236	0.6796
IL.5_PBS	0.4146	0.7604	0.4484	0.3936	0.715	0.7006	0.8342	0.665	0.3464	0.5998	0.3358	0.736	0.7764	0.3616	0.9194	0.6254	0.5652	0.6332	0.5804	0.9382	0.3868	0.6662	0.9592	0.9262	0.3854	0.8616	0.8202	0.883	0.2762	0.7126	0.659	0.246	0.6522	0.7258	0.8752	0.7368
IL.5_PseudomonasA	0.1504	0.6404	0.1936	0.1052	0.5584	0.6902	0.8268	0.4884	0.1262	0.5324	0.1386	0.5816	0.7814	0.0918	0.933	0.5836	0.4472	0.5962	0.5142	0.9488	0.109	0.6458	0.942	0.9098	0.1052	0.8594	0.7828	0.8934	0.038	0.6996	0.58	0.0206	0.439	0.732	0.8734	0.7442
IL.5_StaphA	0.2014	0.5756	0.2416	0.1302	0.5858	0.5876	0.737	0.4794	0.1104	0.402	0.171	0.7062	0.6676	0.135	0.815	0.4352	0.3026	0.4486	0.3492	0.8674	0.2646	0.5498	0.9496	0.9768	0.2506	0.7848	0.9254	0.8198	0.0418	0.5792	0.5204	0.032	0.5922	0.6398	0.807	0.6538
IFN.y_BacillusS	0.3432	0.659	0.3764	0.2934	0.6878	0.592	0.733	0.6004	0.2738	0.4724	0.3034	0.7906	0.662	0.2786	0.8178	0.4934	0.4144	0.4984	0.4504	0.848	0.4362	0.5698	0.9386	0.963	0.4234	0.7548	0.952	0.8042	0.1728	0.6056	0.5952	0.1742	0.6514	0.648	0.799	0.6612
IFN.y_BacteroidesV	0.1648	0.8398	0.22	0.2196	0.5506	0.843	0.9874	0.5654	0.2546	0.7324	0.117	0.3976	0.9858	0.1318	0.8206	0.7786	0.7096	0.7894	0.7228	0.8254	0.0268	0.8032	0.579	0.4822	0.0276	0.9558	0.235	0.9444	0.1318	0.8856	0.7114	0.074	0.3258	0.873	0.9716	0.8872
IFN.y_CandidaA	0.1536	0.9254	0.2114	0.2518	0.5556	0.8986	0.886	0.6126	0.3282	0.7918	0.124	0.3526	0.9208	0.128	0.683	0.8366	0.779	0.8468	0.7884	0.6904	0.0104	0.8532	0.3408	0.253	0.0104	0.874	0.0908	0.873	0.1496	0.9588	0.7768	0.079	0.2588	0.9352	0.9008	0.952
IFN.y_CD3.CD28	0.3328	0.4478	0.3424	0.1552	0.6906	0.155	0.4484	0.4998	0.101	0.0588	0.3156	0.9878	0.2492	0.2316	0.4682	0.0402	0.0442	0.0374	0.0346	0.5008	0.835	0.1744	0.5986	0.6204	0.7976	0.3622	0.6962	0.525	0.0564	0.2218	0.408	0.0754	0.8682	0.3038	0.5946	0.3074
IFN.y_ClostridiumP	0.4174	0.5278	0.4292	0.293	0.7314	0.3692	0.544	0.5608	0.2214	0.2678	0.3922	0.9966	0.403	0.3338	0.574	0.2382	0.2014	0.235	0.218	0.6126	0.8396	0.3786	0.6886	0.705	0.8136	0.5234	0.767	0.6144	0.1386	0.3738	0.5096	0.1684	0.8766	0.4624	0.6644	0.467
IFN.y_PBS	0.4716	0.8136	0.5068	0.4804	0.7348	0.7604	0.8944	0.7176	0.4424	0.6776	0.376	0.7168	0.8526	0.4308	0.992	0.7016	0.655	0.7094	0.6648	0.9984	0.3882	0.7386	0.894	0.856	0.3852	0.9178	0.7518	0.9292	0.3704	0.7886	0.7224	0.3412	0.651	0.794	0.9298	0.8052
IFN.y_PseudomonasA	0.0998	0.8002	0.1554	0.1352	0.5014	0.8374	0.9984	0.5098	0.1776	0.718	0.0828	0.3622	0.9726	0.0674	0.8326	0.775	0.688	0.7822	0.715	0.8426	0.0044	0.8002	0.5978	0.4834	0.0052	0.9724	0.203	0.9552	0.0642	0.8796	0.6898	0.0248	0.2964	0.8644	0.9856	0.8786
IFN.y_StaphA	0.176	0.7912	0.2298	0.2122	0.5874	0.7938	0.9484	0.5858	0.2494	0.6804	0.1494	0.4824	0.9228	0.1412	0.905	0.725	0.6454	0.734	0.6758	0.9064	0.0416	0.75	0.7408	0.6688	0.0424	0.9806	0.4292	0.9992	0.1026	0.8268	0.6842	0.0646	0.366	0.8314	0.9778	0.8462
TNF.a_BacillusS	0.2236	0.544	0.2596	0.1352	0.5956	0.5336	0.6966	0.4734	0.1158	0.3406	0.189	0.7658	0.6104	0.1482	0.7664	0.3648	0.2388	0.3806	0.2778	0.8264	0.351	0.502	0.9028	0.9248	0.326	0.7426	0.9844	0.7904	0.0448	0.5264	0.5096	0.0366	0.6338	0.5974	0.773	0.6114
TNF.a_BacteroidesV	0.2418	0.5212	0.2718	0.1428	0.6078	0.4632	0.655	0.4814	0.11	0.2658	0.2106	0.8104	0.5536	0.1634	0.7264	0.2626	0.1734	0.2716	0.1848	0.783	0.431	0.4322	0.8602	0.8814	0.407	0.692	0.9644	0.7486	0.0452	0.471	0.4964	0.0418	0.6704	0.5502	0.7404	0.5648
TNF.a_CandidaA	0.1458	0.7124	0.1932	0.1408	0.564	0.7368	0.8868	0.5306	0.1732	0.611	0.1372	0.5146	0.8498	0.099	0.9914	0.655	0.556	0.6692	0.595	0.9756	0.0592	0.6938	0.8608	0.8082	0.0598	0.9136	0.6096	0.9414	0.0516	0.7648	0.6298	0.0306	0.379	0.7776	0.9216	0.7912
TNF.a_CD3.CD28	0.4174	0.4162	0.4132	0.1946	0.7536	0.0526	0.3244	0.5182	0.1072	0.0256	0.4416	0.8234	0.101	0.3044	0.2582	0.0116	0.017	0.0106	0.0124	0.1712	0.821	0.0798	0.281	0.3104	0.847	0.1002	0.4034	0.3142	0.0636	0.1214	0.3652	0.1116	0.969	0.1694	0.4908	0.1618
TNF.a_ClostridiumP	0.1686	0.6058	0.2048	0.115	0.5756	0.647	0.7846	0.487	0.1238	0.4722	0.148	0.6244	0.7298	0.1076	0.88	0.5236	0.3808	0.538	0.4462	0.9174	0.1606	0.6002	0.9822	0.9496	0.1538	0.8308	0.8286	0.8632	0.0404	0.6526	0.5656	0.0238	0.4876	0.6954	0.8508	0.708
TNF.a_PBS	0.3494	0.5914	0.3796	0.2842	0.6836	0.551	0.6846	0.5638	0.2302	0.4194	0.2982	0.8476	0.6042	0.2802	0.7462	0.43	0.3488	0.439	0.3852	0.801	0.544	0.5332	0.8674	0.8884	0.5234	0.7156	0.9606	0.759	0.1364	0.5476	0.558	0.1428	0.7342	0.611	0.7628	0.6212
TNF.a_PseudomonasA	0.1812	0.5804	0.2208	0.1118	0.5706	0.6036	0.7524	0.471	0.1062	0.4234	0.1546	0.6632	0.6998	0.1082	0.8448	0.469	0.3142	0.4822	0.3744	0.8938	0.2118	0.5734	0.98	0.9916	0.2048	0.806	0.8826	0.8398	0.039	0.6058	0.5336	0.0226	0.5488	0.6598	0.8186	0.6776
TNF.a_StaphA	0.2642	0.5566	0.299	0.1856	0.6314	0.5128	0.676	0.5106	0.1462	0.3376	0.2296	0.8054	0.5846	0.1882	0.7486	0.353	0.2518	0.3638	0.2882	0.7996	0.437	0.4806	0.88	0.8964	0.415	0.7124	0.9832	0.7626	0.0646	0.5134	0.5212	0.063	0.675	0.5848	0.7624	0.5974
CXCL1_BacillusS	0.409	0.4734	0.4112	0.2422	0.7272	0.2148	0.4466	0.541	0.1626	0.1202	0.413	0.9254	0.265	0.3094	0.4518	0.0718	0.0754	0.0694	0.0692	0.4628	0.975	0.2508	0.5576	0.5746	0.9414	0.356	0.649	0.5202	0.0844	0.2502	0.4512	0.1268	0.9356	0.3564	0.6002	0.3538
CXCL1_BacteroidesV	0.3918	0.465	0.3968	0.2234	0.7198	0.2016	0.4494	0.5316	0.1498	0.1022	0.391	0.9388	0.2594	0.2896	0.4576	0.0576	0.0626	0.0544	0.0524	0.4732	0.9442	0.2414	0.571	0.584	0.9148	0.3592	0.6624	0.5236	0.0702	0.249	0.4432	0.1072	0.92	0.352	0.6044	0.3488
CXCL1_CandidaA	0.366	0.452	0.374	0.196	0.7	0.1832	0.4552	0.5112	0.1288	0.0748	0.361	0.9482	0.251	0.267	0.4612	0.0296	0.0418	0.0276	0.026	0.4856	0.9148	0.2216	0.582	0.6004	0.8856	0.3636	0.671	0.5346	0.0602	0.245	0.434	0.0854	0.8996	0.344	0.6054	0.341
CXCL1_CD3.CD28	0.3972	0.46	0.4076	0.2212	0.725	0.1756	0.4414	0.5326	0.1494	0.0808	0.3998	0.9206	0.2286	0.2908	0.4292	0.0306	0.045	0.029	0.0294	0.4384	0.9872	0.2114	0.5306	0.5488	0.9576	0.3294	0.6272	0.5032	0.0702	0.2324	0.4388	0.1102	0.9442	0.3264	0.5912	0.3262
CXCL1_ClostridiumP	0.3106	0.514	0.3338	0.1918	0.6686	0.3656	0.5764	0.5192	0.1452	0.2128	0.2914	0.9166	0.443	0.2262	0.6248	0.1882	0.1382	0.1924	0.1462	0.6842	0.6494	0.3658	0.765	0.7828	0.6142	0.58	0.8542	0.6774	0.0662	0.389	0.4872	0.0736	0.7696	0.4794	0.6966	0.485
CXCL1_PBS	0.4514	0.5222	0.4542	0.318	0.7576	0.3224	0.4994	0.5908	0.235	0.2376	0.4582	0.935	0.3422	0.3672	0.5058	0.1986	0.17	0.194	0.189	0.5228	0.9762	0.3488	0.5978	0.6142	0.9526	0.4318	0.68	0.5654	0.1428	0.326	0.5022	0.1918	0.9448	0.4258	0.6286	0.426
CXCL1_PseudomonasA	0.4006	0.4768	0.4048	0.2344	0.7294	0.2138	0.457	0.5428	0.1604	0.119	0.4024	0.9378	0.271	0.298	0.4666	0.072	0.075	0.07	0.0662	0.4824	0.947	0.2532	0.5736	0.5928	0.916	0.3682	0.6644	0.53	0.0788	0.26	0.4488	0.1188	0.9206	0.3584	0.6054	0.3568
CXCL1_StaphA	0.4592	0.4642	0.4554	0.2762	0.7616	0.1554	0.3858	0.5564	0.1846	0.1002	0.491	0.8528	0.194	0.3578	0.3576	0.059	0.0664	0.0572	0.0626	0.305	0.8544	0.1992	0.3918	0.4162	0.8856	0.2324	0.499	0.4228	0.1008	0.1992	0.4322	0.1706	0.9786	0.2874	0.5484	0.28
IL.1b_BacillusS	0.4774	0.493	0.4742	0.2896	0.7622	0.1892	0.439	0.5572	0.179	0.124	0.4686	0.8968	0.2232	0.3714	0.3946	0.0868	0.0986	0.0818	0.0852	0.3708	0.9386	0.2152	0.4578	0.4776	0.9638	0.275	0.5486	0.4546	0.1232	0.2254	0.4278	0.1866	0.9842	0.304	0.5674	0.2992
IL.1b_BacteroidesV	0.4634	0.4706	0.4636	0.2598	0.7604	0.1278	0.3998	0.541	0.148	0.072	0.465	0.872	0.1706	0.3552	0.3466	0.043	0.059	0.038	0.0442	0.2964	0.894	0.1606	0.3974	0.421	0.9158	0.2094	0.4968	0.41	0.1024	0.1808	0.3994	0.163	0.9964	0.2534	0.5442	0.2496
IL.1b_CandidaA	0.6878	0.387	0.6352	0.3452	0.8962	0.0448	0.1668	0.5828	0.193	0.0492	0.8534	0.5218	0.0414	0.5442	0.0784	0.0298	0.0398	0.0276	0.037	0.026	0.2594	0.0638	0.0328	0.0352	0.2816	0.027	0.0536	0.1018	0.1662	0.064	0.3126	0.3142	0.6276	0.0864	0.303	0.08
IL.1b_CD3.CD28	0.4096	0.5466	0.422	0.2688	0.7306	0.3424	0.5564	0.568	0.1868	0.2294	0.385	0.9848	0.3858	0.3116	0.5736	0.1936	0.1706	0.1914	0.1684	0.6086	0.7926	0.3448	0.6864	0.7044	0.7678	0.5162	0.772	0.6064	0.1152	0.352	0.4748	0.1476	0.8636	0.4464	0.6682	0.4494
IL.1b_ClostridiumP	0.431	0.488	0.4362	0.255	0.741	0.2048	0.4666	0.5424	0.157	0.1158	0.4152	0.9388	0.249	0.3288	0.4406	0.0806	0.0904	0.0748	0.0756	0.441	0.9678	0.2282	0.5294	0.5476	0.933	0.345	0.6214	0.502	0.102	0.2428	0.4264	0.1476	0.9402	0.3328	0.5988	0.33
IL.1b_PBS	0.5432	0.7608	0.5668	0.4962	0.7842	0.6494	0.7808	0.7186	0.4244	0.577	0.4696	0.8592	0.7016	0.4874	0.8324	0.586	0.5482	0.5906	0.5568	0.8476	0.6238	0.6306	0.929	0.953	0.6184	0.7828	0.9716	0.8146	0.3722	0.6614	0.6694	0.3834	0.7774	0.6878	0.8336	0.6934
IL.1b_PseudomonasA	0.3926	0.5076	0.4034	0.2396	0.7236	0.2848	0.511	0.5388	0.1596	0.1528	0.3626	0.9922	0.3314	0.2974	0.5252	0.1042	0.1074	0.1004	0.0906	0.5646	0.829	0.295	0.643	0.6588	0.8076	0.4654	0.7298	0.5836	0.0876	0.3026	0.4482	0.1202	0.8794	0.4044	0.6476	0.4066
IL.1b_StaphA	0.4334	0.521	0.4368	0.2758	0.7454	0.2668	0.4956	0.5598	0.1792	0.164	0.4172	0.9602	0.3052	0.3378	0.4886	0.1194	0.1214	0.1166	0.1058	0.5128	0.9224	0.276	0.5908	0.6084	0.8908	0.4078	0.6728	0.5466	0.116	0.2836	0.454	0.159	0.9218	0.3774	0.6232	0.3758
IL.10_BacillusS	0.3706	0.5612	0.394	0.2668	0.6928	0.4602	0.6284	0.5568	0.1958	0.3238	0.317	0.9106	0.51	0.2888	0.6736	0.3102	0.2542	0.3122	0.266	0.724	0.641	0.4466	0.7912	0.8092	0.6156	0.639	0.8806	0.7004	0.1168	0.4486	0.5098	0.1312	0.7884	0.5306	0.7234	0.539
IL.10_BacteroidesV	0.251	0.5128	0.2828	0.136	0.6182	0.4378	0.6458	0.474	0.1008	0.2276	0.2134	0.8294	0.5158	0.1606	0.7058	0.2146	0.15	0.2238	0.1408	0.7662	0.4508	0.4068	0.8416	0.854	0.4302	0.6722	0.9436	0.7328	0.043	0.4386	0.4722	0.0394	0.692	0.5228	0.7338	0.535
IL.10_CandidaA	0.6794	0.4398	0.638	0.374	0.8842	0.0826	0.2308	0.607	0.2348	0.084	0.7974	0.6148	0.07	0.5442	0.127	0.051	0.0674	0.0468	0.0624	0.0488	0.3784	0.1066	0.063	0.0704	0.4016	0.052	0.0996	0.1584	0.2	0.1012	0.3708	0.3348	0.7096	0.1416	0.3784	0.1308
IL.10_CD3.CD28	0.331	0.5284	0.3536	0.2114	0.6774	0.3832	0.5948	0.5234	0.1418	0.2196	0.2898	0.9124	0.4476	0.2454	0.6312	0.1914	0.156	0.1922	0.1502	0.687	0.6394	0.359	0.7638	0.7842	0.6142	0.5914	0.8542	0.6684	0.0784	0.3888	0.4686	0.0866	0.7906	0.4806	0.6964	0.4914
IL.10_ClostridiumP	0.3004	0.7102	0.3476	0.29	0.642	0.6956	0.8332	0.5786	0.247	0.5668	0.2302	0.6736	0.7756	0.247	0.9238	0.6052	0.5142	0.6162	0.5474	0.951	0.2598	0.6666	0.9436	0.9104	0.2536	0.8704	0.7796	0.8846	0.1598	0.7018	0.6108	0.1334	0.5808	0.7198	0.8798	0.7322
IL.10_PBS	0.6266	0.7232	0.634	0.5322	0.8314	0.56	0.6996	0.7472	0.4484	0.5068	0.5784	0.9824	0.5856	0.5604	0.7064	0.5036	0.4828	0.5032	0.4902	0.713	0.8612	0.5518	0.7692	0.782	0.848	0.6548	0.8432	0.7146	0.4032	0.57	0.645	0.4454	0.8964	0.6138	0.7732	0.6156
IL.10_PseudomonasA	0.2618	0.5164	0.2922	0.148	0.6332	0.427	0.6398	0.4876	0.1036	0.2228	0.2166	0.8318	0.5088	0.1734	0.6972	0.2132	0.1488	0.2196	0.1412	0.7634	0.4762	0.4026	0.843	0.859	0.4542	0.669	0.9392	0.7254	0.0462	0.4376	0.4688	0.043	0.71	0.5218	0.7282	0.5378
IL.10_StaphA	0.3616	0.536	0.3816	0.2398	0.7044	0.3732	0.572	0.5424	0.163	0.2234	0.3214	0.9408	0.4298	0.277	0.6088	0.1874	0.1628	0.1916	0.1548	0.6636	0.7122	0.3688	0.7308	0.747	0.6864	0.5668	0.8162	0.6482	0.0886	0.3858	0.479	0.1066	0.8312	0.4744	0.6902	0.48
CCL3_BacillusS	0.1318	0.8016	0.178	0.1748	0.5488	0.8156	0.9842	0.5606	0.2308	0.7058	0.119	0.4226	0.9542	0.0956	0.8698	0.754	0.6808	0.762	0.7034	0.8706	0.016	0.777	0.6814	0.5878	0.0162	0.9892	0.2986	0.974	0.0746	0.857	0.7006	0.0364	0.306	0.8572	0.9994	0.8726
CCL3_BacteroidesV	0.1586	0.6194	0.198	0.1064	0.5648	0.6554	0.8042	0.478	0.1208	0.4884	0.1422	0.6032	0.7532	0.1	0.9036	0.5394	0.3974	0.553	0.46	0.9284	0.1326	0.6094	0.9646	0.9298	0.1272	0.8386	0.8132	0.876	0.0354	0.6698	0.566	0.0184	0.4652	0.7058	0.858	0.721
CCL3_CandidaA	0.144	0.8592	0.1964	0.2064	0.5568	0.852	0.9638	0.589	0.2704	0.7404	0.12	0.3934	0.9948	0.1116	0.803	0.7828	0.7228	0.793	0.7386	0.808	0.0142	0.8022	0.5394	0.4362	0.016	0.94	0.185	0.9326	0.102	0.896	0.7312	0.0544	0.2874	0.8868	0.962	0.8998
