item1	CCL2_BacillusS	CCL2_BacteroidesV	CCL2_CandidaA	CCL2_CD3.CD28	CCL2_ClostridiumP	CCL2_PBS	CCL2_PseudomonasA	CCL2_StaphA	IL.1a_BacillusS	IL.1a_BacteroidesV	IL.1a_CandidaA	IL.1a_CD3.CD28	IL.1a_ClostridiumP	IL.1a_PBS	IL.1a_PseudomonasA	IL.1a_StaphA	IL.5_BacillusS	IL.5_BacteroidesV	IL.5_CandidaA	IL.5_CD3.CD28	IL.5_ClostridiumP	IL.5_PBS	IL.5_PseudomonasA	IL.5_StaphA	IFN.y_BacillusS	IFN.y_BacteroidesV	IFN.y_CandidaA	IFN.y_CD3.CD28	IFN.y_ClostridiumP	IFN.y_PBS	IFN.y_PseudomonasA	IFN.y_StaphA	TNF.a_BacillusS	TNF.a_BacteroidesV	TNF.a_CandidaA	TNF.a_CD3.CD28	TNF.a_ClostridiumP	TNF.a_PBS	TNF.a_PseudomonasA	TNF.a_StaphA	CXCL1_BacillusS	CXCL1_BacteroidesV	CXCL1_CandidaA	CXCL1_CD3.CD28	CXCL1_ClostridiumP	CXCL1_PBS	CXCL1_PseudomonasA	CXCL1_StaphA	IL.1b_BacillusS	IL.1b_BacteroidesV	IL.1b_CandidaA	IL.1b_CD3.CD28	IL.1b_ClostridiumP	IL.1b_PBS	IL.1b_PseudomonasA	IL.1b_StaphA	IL.10_BacillusS	IL.10_BacteroidesV	IL.10_CandidaA	IL.10_CD3.CD28	IL.10_ClostridiumP	IL.10_PBS	IL.10_PseudomonasA	IL.10_StaphA	CCL3_BacillusS	CCL3_BacteroidesV	CCL3_CandidaA	CCL3_CD3.CD28	CCL3_ClostridiumP	CCL3_PBS	CCL3_PseudomonasA	CCL3_StaphA	CCL4_BacillusS	CCL4_BacteroidesV	CCL4_CandidaA	CCL4_CD3.CD28	CCL4_ClostridiumP	CCL4_PBS	CCL4_PseudomonasA	CCL4_StaphA	IL.17_BacillusS	IL.17_BacteroidesV	IL.17_CandidaA	IL.17_CD3.CD28	IL.17_ClostridiumP	IL.17_PBS	IL.17_PseudomonasA	IL.17_StaphA	IL.6_BacillusS	IL.6_BacteroidesV	IL.6_CandidaA	IL.6_CD3.CD28	IL.6_ClostridiumP	IL.6_PBS	IL.6_PseudomonasA	IL.6_StaphA	IL.13_BacillusS	IL.13_BacteroidesV	IL.13_CandidaA	IL.13_CD3.CD28	IL.13_ClostridiumP	IL.13_PBS	IL.13_PseudomonasA	IL.13_StaphA
IL.1a_CandidaA	0.3162	0.2722	0.3452	0.2544	0.35	0.4058	0.2584	0.3076	0.2642	0.321	0.3746	0.2818	0.2944	0.3032	0.346	0.2476	0.4496	0.5272	0.4324	0.3624	0.4578	0.3296	0.4728	0.299	0.515	0.5248	0.6254	0.3414	0.3266	0.3366	0.4684	0.5762	0.3466	0.3176	0.5554	0.284	0.4056	0.3026	0.325	0.3396	0.31	0.299	0.2974	0.2636	0.3378	0.2874	0.3026	0.3152	0.3354	0.3302	0.4242	0.2962	0.318	0.3364	0.278	0.289	0.3302	0.3404	0.3904	0.291	0.3478	0.333	0.2846	0.2678	0.5748	0.4696	0.6044	0.316	0.5668	0.6048	0.453	0.4272	0.5688	0.5268	0.579	0.3118	0.5792	0.4664	0.5462	0.4518	0.4808	0.4276	0.4086	0.3896	0.6158	0.3628	0.527	0.5288	0.3164	0.5748	0.3458	0.2938	0.2786	0.3206	0.5624	0.3338	0.3006	0.304	0.395	0.2822	0.291	0.3066	0.2714	0.3018
IL.1a_CD3.CD28	0.2462	0.0718	0.223	0.0722	0.4996	0.5964	0.0338	0.1572	0.0614	0.1564	0.3022	0.027	0.1956	0.0468	0.5162	0.03	0.6814	0.7964	0.502	0.4482	0.7088	0.0878	0.7488	0.265	0.7676	0.7744	0.942	0.2402	0.2018	0.1046	0.7124	0.8682	0.4852	0.3156	0.8368	0.0496	0.6486	0.1398	0.395	0.3584	0.1748	0.1458	0.182	0.0538	0.3478	0.0804	0.144	0.1594	0.0816	0.0754	0.2244	0.0306	0.0732	0.0686	0.0414	0.0268	0.1234	0.3332	0.1386	0.0574	0.1514	0.0572	0.1172	0.0288	0.8558	0.7458	0.903	0.1132	0.854	0.9018	0.6996	0.4116	0.8422	0.8086	0.8476	0.255	0.8578	0.698	0.8288	0.7228	0.7478	0.6006	0.604	0.5408	0.9204	0.1134	0.8062	0.8152	0.2786	0.8526	0.1534	0.1136	0.1432	0.089	0.8384	0.1974	0.0696	0.0632	0.3244	0.0532	0.0766	0.0468	0.0266	0.0492
IL.1a_ClostridiumP	0.233	0.1486	0.2382	0.0866	0.2542	0.3544	0.15	0.2278	0.131	0.2052	0.2898	0.1794	0.1376	0.2208	0.2384	0.1114	0.3952	0.5224	0.3682	0.275	0.4166	0.2552	0.449	0.1618	0.5088	0.5202	0.643	0.2606	0.2616	0.2722	0.449	0.5822	0.2294	0.2086	0.5702	0.185	0.3524	0.2152	0.1878	0.257	0.2242	0.2028	0.1932	0.1392	0.254	0.1972	0.2122	0.2432	0.261	0.2444	0.3692	0.192	0.229	0.2684	0.1582	0.1894	0.24	0.2334	0.3276	0.1706	0.2644	0.2654	0.1438	0.141	0.5882	0.4526	0.6236	0.2298	0.5742	0.6228	0.4146	0.392	0.569	0.5308	0.5886	0.185	0.5976	0.4386	0.5502	0.4298	0.4718	0.369	0.3374	0.3036	0.6364	0.2952	0.538	0.529	0.1802	0.5906	0.2584	0.1618	0.1302	0.2272	0.5702	0.2534	0.1924	0.201	0.3174	0.1472	0.1658	0.2176	0.1654	0.2058
IL.1a_PBS	0.281	0.107	0.255	0.1164	0.5458	0.6468	0.0598	0.1762	0.1004	0.1954	0.316	0.0554	0.2422	0.0592	0.5594	0.0684	0.7188	0.8418	0.5232	0.4884	0.7458	0.089	0.7948	0.3106	0.826	0.8212	0.9408	0.2628	0.2192	0.1014	0.7532	0.9366	0.5274	0.3572	0.8904	0.0712	0.7026	0.1624	0.4362	0.402	0.1982	0.1722	0.2116	0.0842	0.387	0.0986	0.1706	0.1764	0.0974	0.0952	0.2224	0.0558	0.0944	0.0678	0.069	0.0504	0.1556	0.3652	0.14	0.0946	0.1678	0.0592	0.1538	0.0656	0.9262	0.7904	0.9866	0.1338	0.919	0.9908	0.7486	0.4284	0.906	0.8534	0.912	0.294	0.927	0.7484	0.882	0.7692	0.7832	0.6366	0.6406	0.5754	0.9752	0.1116	0.8506	0.8658	0.3246	0.9088	0.1728	0.1554	0.186	0.1044	0.898	0.2176	0.0952	0.0944	0.3344	0.093	0.1118	0.0616	0.0534	0.074
IL.1a_PseudomonasA	0.2898	0.3682	0.3272	0.2908	0.1038	0.1978	0.4336	0.3604	0.3782	0.3404	0.3482	0.503	0.232	0.5456	0.0598	0.3914	0.1018	0.0968	0.3134	0.1926	0.076	0.5332	0.0542	0.1964	0.266	0.2508	0.1934	0.3454	0.3788	0.5556	0.1944	0.1836	0.0914	0.2044	0.1252	0.4686	0.0832	0.3866	0.1114	0.2464	0.34	0.349	0.2872	0.3798	0.2452	0.4308	0.3582	0.3956	0.5044	0.496	0.511	0.5076	0.487	0.5908	0.4632	0.5132	0.4382	0.255	0.5468	0.438	0.4452	0.6046	0.3296	0.4632	0.1434	0.0728	0.1722	0.4272	0.144	0.1782	0.1642	0.4074	0.1516	0.0866	0.1476	0.2428	0.1444	0.1934	0.1154	0.108	0.1542	0.2046	0.133	0.1742	0.1818	0.5814	0.1596	0.1066	0.2082	0.247	0.4302	0.3372	0.2722	0.4842	0.1328	0.3686	0.4478	0.4558	0.3758	0.4238	0.402	0.532	0.4824	0.488
IL.1a_StaphA	0.1852	0.0582	0.1736	0.0304	0.389	0.5048	0.0358	0.1354	0.0356	0.1132	0.2468	0.0296	0.1154	0.0638	0.3978	0.0166	0.5942	0.7294	0.4296	0.3426	0.6272	0.1056	0.681	0.168	0.6994	0.7008	0.8518	0.193	0.1752	0.1224	0.6336	0.8044	0.3774	0.2254	0.7812	0.0534	0.5596	0.1272	0.2806	0.281	0.1448	0.116	0.1262	0.039	0.2648	0.0802	0.12	0.142	0.095	0.0824	0.2486	0.0314	0.0744	0.0994	0.0334	0.0264	0.116	0.2446	0.164	0.0428	0.1492	0.0916	0.0606	0.0192	0.8012	0.677	0.8338	0.1044	0.7962	0.8286	0.6212	0.3786	0.783	0.7478	0.784	0.1686	0.8034	0.6266	0.7706	0.6548	0.677	0.5196	0.5176	0.435	0.8406	0.14	0.744	0.7566	0.1884	0.7848	0.1352	0.0742	0.0704	0.0956	0.7828	0.1686	0.0572	0.0594	0.2844	0.037	0.0528	0.0634	0.0222	0.05
IL.5_BacillusS	0.4032	0.5498	0.4536	0.4916	0.1392	0.1738	0.6188	0.5124	0.5502	0.49	0.4432	0.6646	0.3958	0.7046	0.1066	0.5954	0.0948	0.0402	0.332	0.2454	0.0634	0.6896	0.0268	0.3286	0.1786	0.1706	0.0774	0.4556	0.4932	0.7104	0.149	0.0794	0.1362	0.3006	0.0428	0.6368	0.07	0.525	0.1936	0.3132	0.477	0.5012	0.4326	0.573	0.3198	0.5944	0.5048	0.5298	0.6544	0.643	0.6166	0.6664	0.634	0.7486	0.6352	0.6742	0.5662	0.3632	0.6722	0.6006	0.5632	0.7624	0.4978	0.6292	0.0472	0.0354	0.0602	0.5878	0.0448	0.0658	0.1094	0.4294	0.0572	0.0278	0.065	0.3618	0.0452	0.1432	0.034	0.0606	0.0942	0.195	0.1346	0.1922	0.0712	0.7412	0.0802	0.031	0.3166	0.1382	0.5586	0.512	0.4362	0.6314	0.047	0.4782	0.6094	0.6144	0.4512	0.5924	0.5728	0.6914	0.6498	0.6462
IL.5_BacteroidesV	0.4908	0.6826	0.548	0.6414	0.1138	0.1214	0.7662	0.635	0.683	0.606	0.5204	0.788	0.505	0.8346	0.096	0.7274	0.0412	0.012	0.3352	0.2608	0.0218	0.826	0.0116	0.4344	0.0972	0.091	0.0134	0.5614	0.6098	0.8632	0.0756	0.0052	0.1288	0.364	0.011	0.7698	0.0342	0.653	0.225	0.3396	0.5998	0.6326	0.547	0.719	0.3576	0.7466	0.634	0.654	0.7678	0.7532	0.717	0.7848	0.7464	0.904	0.7554	0.7896	0.6854	0.4394	0.7884	0.7152	0.6768	0.933	0.6178	0.752	0.011	0.0074	0.011	0.707	0.0116	0.0122	0.049	0.4672	0.013	0.0112	0.013	0.4626	0.011	0.0734	0.0114	0.0156	0.0412	0.1506	0.093	0.1656	0.0124	0.913	0.0264	0.0108	0.4028	0.0534	0.6722	0.6374	0.564	0.7546	0.012	0.603	0.7232	0.7316	0.5192	0.7096	0.6924	0.8236	0.7658	0.7638
IL.5_CandidaA	0.386	0.4184	0.4182	0.3852	0.3264	0.3422	0.4532	0.4194	0.411	0.421	0.4322	0.4842	0.375	0.5114	0.316	0.4302	0.3362	0.342	0.4168	0.3552	0.324	0.5104	0.3192	0.3514	0.39	0.386	0.3768	0.4254	0.4266	0.526	0.3646	0.361	0.3248	0.3542	0.3404	0.4702	0.3166	0.424	0.3298	0.3622	0.407	0.41	0.3884	0.4232	0.3644	0.4406	0.412	0.4298	0.509	0.4964	0.5238	0.4902	0.4898	0.5522	0.4668	0.4908	0.4614	0.3836	0.5446	0.4544	0.4608	0.5614	0.4006	0.461	0.3478	0.3246	0.368	0.4618	0.3424	0.3676	0.344	0.45	0.3478	0.3322	0.3504	0.3672	0.349	0.3496	0.336	0.3294	0.348	0.368	0.343	0.3502	0.3748	0.5498	0.3498	0.3324	0.3618	0.3894	0.4638	0.4204	0.3812	0.4826	0.3454	0.4218	0.4654	0.4728	0.4434	0.4512	0.4414	0.5074	0.4782	0.4868
IL.5_CD3.CD28	0.3134	0.333	0.336	0.2798	0.2172	0.2742	0.3824	0.3532	0.334	0.3466	0.361	0.441	0.2552	0.4722	0.1904	0.3444	0.2374	0.2696	0.3604	0.2652	0.2268	0.4708	0.2056	0.2464	0.3546	0.3508	0.3382	0.3616	0.3804	0.4946	0.2992	0.318	0.2078	0.269	0.2852	0.4144	0.216	0.3634	0.2152	0.2896	0.3388	0.34	0.3058	0.347	0.2892	0.385	0.3438	0.3694	0.4622	0.4496	0.487	0.4502	0.4374	0.515	0.4074	0.4524	0.399	0.2994	0.4946	0.3982	0.4082	0.5244	0.3138	0.3992	0.2982	0.2266	0.3282	0.417	0.2902	0.3234	0.271	0.4194	0.2974	0.2552	0.3058	0.283	0.2964	0.292	0.273	0.244	0.2816	0.2898	0.2486	0.2616	0.3366	0.5126	0.2976	0.2652	0.252	0.354	0.4106	0.338	0.2814	0.433	0.2876	0.355	0.408	0.417	0.3886	0.3832	0.3678	0.4652	0.4284	0.441
IL.5_ClostridiumP	0.402	0.5758	0.4658	0.519	0.1102	0.1504	0.6496	0.525	0.5798	0.5172	0.451	0.692	0.4064	0.7312	0.0768	0.622	0.0654	0.0216	0.3252	0.2292	0.0378	0.717	0.0158	0.3382	0.1566	0.148	0.0554	0.4762	0.5124	0.737	0.121	0.0544	0.1088	0.2892	0.0238	0.67	0.047	0.5434	0.173	0.2928	0.4906	0.5154	0.4418	0.5984	0.3042	0.622	0.5234	0.5444	0.6798	0.6742	0.6376	0.6902	0.6632	0.7758	0.6624	0.6992	0.5948	0.37	0.701	0.626	0.5852	0.7928	0.5194	0.6556	0.031	0.0186	0.0424	0.6106	0.0276	0.0488	0.0804	0.424	0.0372	0.0162	0.0428	0.372	0.029	0.1192	0.0194	0.0394	0.0708	0.174	0.1052	0.17	0.0494	0.7684	0.0572	0.0168	0.3182	0.1082	0.5816	0.5358	0.4604	0.6582	0.0304	0.4968	0.6306	0.6418	0.465	0.6196	0.5956	0.7208	0.6748	0.6748
IL.5_PBS	0.3008	0.1448	0.277	0.1518	0.5354	0.6314	0.0972	0.205	0.1428	0.2282	0.3388	0.09	0.2748	0.0936	0.5518	0.1086	0.7046	0.8348	0.5266	0.4832	0.7312	0.1182	0.7856	0.3278	0.8276	0.8204	0.9208	0.2966	0.2462	0.1314	0.7466	0.9454	0.5224	0.3726	0.8976	0.1096	0.6812	0.1964	0.4426	0.4058	0.2256	0.2006	0.2414	0.123	0.3908	0.1304	0.1994	0.201	0.1382	0.1376	0.2582	0.0932	0.131	0.1012	0.1022	0.0878	0.1862	0.3788	0.1762	0.1322	0.1992	0.0928	0.1906	0.0996	0.9254	0.7726	0.996	0.171	0.9162	0.9918	0.738	0.4404	0.9092	0.847	0.9132	0.3182	0.9306	0.7392	0.8806	0.7532	0.7778	0.6252	0.6266	0.5774	0.9602	0.1406	0.8486	0.8602	0.3442	0.9218	0.2074	0.1932	0.2198	0.1374	0.901	0.2466	0.1372	0.1318	0.358	0.133	0.154	0.0936	0.0884	0.1128
