Feature	IFN_y_Bacillus.S.	IFN_y_Bacteroides.V.	IFN_y_Candida.A.	IFN_y_CD3_CD28	IFN_y_Clostridium.P.	IFN_y_PBS	IFN_y_Pseudomonas.A.	IFN_y_Staph.A.
Aim1l	0.00942602110168355	0.0194648481570882	0.0118564796324329	0.035485250599977	0.00510026779027147	0.0025799372529916	0.0139469524586499	0.011815725062504
Akap5	0.279072861288792	0.0500537283565863	0.0540043944015872	0.0373947954437715	0.168379267899577	0.144010485334636	0.0658425943834241	0.0702294975902829
Aldh18a1	0.103397757910284	0.0377294211532903	0.12198836720025	0.0159262164522361	0.0636225373132338	0.0135723981955027	0.09933615505601	0.0624542821491755
Aldh3a1	0.21240203393074	0.284896915036978	0.0397332838094066	0.0362420161051235	0.384405479733172	0.0302095443002185	0.315014362210987	0.242071114427862
Alg11	0.0195037238600023	0.0203646501736283	0.016394195434611	0.00690078917676989	0.0133979567534616	0.0190334485532622	0.0585484678928726	0.0388433725770841
Alg13	0.141383363332115	0.0373280714452496	0.0175550485156494	0.0578274201151028	0.0139546303582193	0.0319180190920578	0.192776859719067	0.0901656749634588
Alms1	0.33731866936435	0.149061161341627	0.0390756819021091	0.107898148784738	0.275037159148991	0.107446168686244	0.169003827120547	0.183639637138885
Art2b	0.203175034395691	0.0634389135897247	0.0887186170640394	0.0124224291804554	0.0229491444487144	0.0343910816610857	0.137399135612626	0.0995680732246171
Asrgl1	0.0223549149364352	0.0626753738452066	0.122564587487345	0.0720345909410407	0.0661297195286341	0.0336252917191833	0.0871951596890127	0.0327389469261509
Atat1	0.0309980862210266	0.0772499863953896	0.047361390378548	0.114377896141997	0.0276943931901265	0.00554301098947983	0.102460101154836	0.0702050969713942
Atp1b2	0.161395207817123	0.0898434824418066	0.127677702732578	0.043297225607523	0.0376689633904506	0.0303559431137498	0.0509836042286153	0.0397902472237175
Atp6v1f	0.0249933141027466	0.0289957154025868	0.0416806592186118	0.0135012579501345	0.0252578750893783	0.0296527752109395	0.0352568861257166	0.0191240950593573
AU041133	0.0570734735159227	0.385484364169695	0.0883395971878193	0.0285666377023227	0.0744854306837132	0.0288312619802748	0.0495995877827266	0.186224204718179
B4galnt4	0.228344268725803	0.212881100716062	0.0489462836888452	0.25258766775305	0.0755954679645198	0.0248256592065234	0.0627366862826307	0.155151437554687
Bivm	0.165984094333836	0.0649330599190666	0.0259340310165437	0.0663636018583928	0.0942718525517657	0.0141946288281854	0.0232163462513718	0.0242026676850263
Blood_Effector_CD8_T_cells	0.0108993925214161	0.0127517746892138	0.00283682842875038	0.00458230987541088	0.0160672931042999	0.000887182088326844	0.0140800295192792	0.00777497023394994
Blood_Effector_Memory_CD4_T_cells	0.00185349101532272	0.0274329644111788	0.00150204737132289	0.00325186686723312	0.00512378528567527	0.0027593664885172	0.023773031665619	0.00736141806666686
Blood_Effector_Memory_CD8_T_cells	0.0266087568560403	0.0181774962074823	0.00342193250103175	0.00607957038617845	0.0210061670923683	0.00207294543229702	0.020574484808055	0.00314950396242961
Bmf	0.0419903223665762	0.016007273089479	0.0169383757008296	0.0310434649774371	0.0459449940873071	0.020190608266031	0.0184975443529118	0.0116037984508269
Bpgm	0.0661852298212905	0.0275207918574604	0.0175756291680809	0.0159821497900224	0.0123606003674852	0.00670446048143414	0.0177100816265385	0.0843852798574246
Brca1	0.0338171137301826	0.372417730813456	0.0387991233900015	0.0158874387157418	0.0277843579748985	0.0121415574269056	0.0687343621472079	0.039741703078918
Bzrap1	0.0146675494996531	0.0311174690219695	0.00837914047726034	0.0544656129246383	0.0518992769219579	0.00673681651607663	0.029276695545649	0.0469201947084266
C530008M17Rik	0.993966835369348	0.171043307957861	0.306715898074078	1.09502167042694	0.367939966098418	0.0782897748926991	0.7623741130005	0.766692831209837
C77370	0.299108530602423	0.15598083422993	0.0664199874639493	0.104069771299284	0.252274364366792	0.0379236853737895	0.332632546680983	0.315288688614641
Capn6	0.0148342464990037	0.0203051985962133	0.0691154570065944	0.00655730057202345	0.0250214007585674	0.00844283342915315	0.0263167213279937	0.0179181046225621
Car4	0.0474171015980212	0.0558353726079881	0.0653843813484237	0.0255891128960517	0.163986373884662	0.0185265537750426	0.101435531826266	0.120972154410703
Ccl4	0.0130599564962572	0.0143692286935822	0.0120471687478352	0.0323380126607079	0.0265457415208135	0.00604446628239356	0.0187642973107758	0.0220246440059533
Ccni	0.124679115024019	0.0844628273028571	0.229469455063532	0.0521496129750735	0.102673322584737	0.0806322646628562	0.379352667952847	0.0628826994410058
Cd200r1	0.0491831561752909	0.0102629356457913	0.0165483863988747	0.0562182177018322	0.038095484340188	0.0047506054658795	0.0155370732572271	0.0252254119842471
Cd209f	0.113896018057363	0.184822152829063	0.155396348759967	0.10768269330622	0.528666151966115	0.0467295922062113	0.248212848340587	0.300448099016547
Cdc5l	0.00330006222758745	0.00356280841882023	0.00163814992914647	0.000924827744470323	0.00409959220326929	0.000478818229120485	0.00595260372790762	0.00403210804955486
Cdh17	0.02140183506145	0.028426919908242	0.00595181321079318	0.0220439057971084	0.074668109773058	0.0265737619813386	0.0245655730025894	0.0920074216068594
Cdh23	0.0306495329936316	0.0293870707133052	0.0324372360462249	0.0159076611956978	0.0437894857100471	0.00851749083927821	0.0384420219696383	0.0242913829390444
Cdk5	0.00654359055734904	0.0158309388748943	0.00217547573320964	0.00367629606471175	0.00167805364512624	0.00652329460738916	0.00571524675610796	0.00415656593989571
Cfl2	0.011422865667058	0.0102918672669198	0.00238815465079111	0.00546287557739256	0.00746665315814325	0.0147103200685449	0.0154631173569012	0.0304238380257185
Chchd7	0.00457758915436775	0.0138314585635592	0.00180560326452089	0.00453648031929454	0.00352340533440519	0.00327661583119374	0.00276710322988792	0.00380696036312585
Chpf2	0.0148917526856075	0.0327144636817066	0.00517563078454917	0.0045434152206836	0.0325063674698264	0.00495016377550818	0.00621446401998471	0.00463142557276913
Clcn4-2	0.116883940982394	0.0508563001226731	0.111161493520371	0.149196581890494	0.189392777678919	0.239252883766542	0.0276913046404612	0.211615271971223
Clec7a	0.00599983312933103	0.0184906020609974	0.00286936202525605	0.0041610409258381	0.0388345964653102	0.00669260973152152	0.0108621215165783	0.00455523152252718
Cnrip1	0.0587683172223441	0.34722204391747	0.0612418974375418	0.0316915930764224	0.0821461014433277	0.0423670332718424	0.16180163983908	0.0673480081948855
Col20a1	0.0742610616830742	0.0479912729661417	0.0194887015902065	0.125364743324577	0.157342007523303	0.00627815629573297	0.195009482269352	0.0281339221158521
Comtd1	0.0572282692471961	0.0394575998855086	0.0254030095536119	0.0635401431941884	0.0225999910507241	0.0148821429978562	0.119517427843454	0.0177903723651238
Crybb1	0.184468232074133	0.542355936344729	0.176856027852464	0.445569836099777	0.192626376183951	0.0814671022889575	0.561111327043097	0.0957548092568111
Cryl1	0.0610623274771488	0.178084884987369	0.0953451005165564	0.0233437251418553	0.229736163237186	0.011536829437467	0.142893739200941	0.123023469990875
Ctbs	0.0701405005802738	0.0500442218411331	0.00864506825292082	0.0955488708481968	0.0552582888416582	0.0617770066903498	0.151148259457572	0.0898034612088317
Ctnnb1	0.0107916192386046	0.01390517310372	0.0073518922018665	0.00279796940423014	0.00718049846491092	0.0006446379509754	0.00376683848436035	0.0097468379352789
Cyba	0.0221575798393752	0.0206691845456243	0.0328205786589487	0.0447635151941766	0.0977284785533004	0.0129986507114565	0.0150517125011142	0.0767010441513693
D16Ertd472e	0.0176619096884755	0.00675743345316902	0.00508410265540441	0.00470736876428388	0.00350857652500673	0.00250118998494424	0.0124449496256163	0.0295573448578706
D930020B18Rik	0.0663816857256077	0.0887317847601946	0.0313542489485868	0.00954337116427998	0.0261467009577934	0.0511878751968372	0.147847393491535	0.133188978727713
Dach1	0.0671539850284489	0.0986707499457187	0.0843986159634018	0.0667305883139222	0.163602466665921	0.0155817903609795	0.059762052611588	0.0455431561550925
Ddx3y	0.0113936210415378	0.0357555648484101	0.0498265376934833	0.0525357768853068	0.0546692957911155	0.00573672425358295	0.0943693702460648	0.0444374295011624
Dgkq	0.099722161917692	0.0842447915148279	0.0379477094532903	0.00926567703729068	0.0382197400677372	0.0246332650178991	0.0276134243401942	0.0347278110520274
Doc2a	0.130603455016408	0.0822012285589208	0.0997823594236475	0.0464831310599701	0.161420331170375	0.0836638383436376	0.232541068838965	0.0981112232103264
Dom3z	0.0255341851856657	0.096790112483496	0.0224955642484663	0.013153994968669	0.0216294725162646	0.0196668725078724	0.0865779201064622	0.042624783758188
Dusp6	0.0330816600663267	0.047017058318254	0.020688362593968	0.0172271699935196	0.0151158703591508	0.00635778597713941	0.23221069149212	0.0276319195921574
Eef2	0.00872314174298405	0.00677889848896945	0.0143958613305124	0.0093696604856555	0.0116618483295111	0.00197389179319783	0.0306692235379742	0.00547193246389007
Efcab12	0.159750912150298	0.0400048203196295	0.0786118175300313	0.123683327998765	0.0845637277819633	0.0194740040058589	0.126811022677717	0.130453400341277
Efna4	0.146917799965689	1.82015297682202	0.153768678675439	0.557034255525424	0.303837302148617	0.0361386771089142	0.936036951931569	0.652973058386984
Egf	0.1638706629022	0.167173576422388	0.071135648789249	0.0170166216281106	0.0591069927319091	0.0380874319237787	0.135787664457727	0.0309734893580762
Erdr1	0.047508241096049	0.111910249686756	0.0733311515912175	0.0623283478519083	0.0845386305868898	0.0280532169492594	0.174727109353861	0.0459787299749928
Etl4	0.0334940458222332	0.0588840304642196	0.0355774428310818	0.0401467036073666	0.0494065989067099	0.0521583063696699	0.0477036622997337	0.0810655544741077
Fam229b	0.0566574250156311	0.0808742546668019	0.0262475008902178	0.00453134844147535	0.0150228533862064	0.00843918508478096	0.0376531816509024	0.0100708742972246
Fbxl5	0.0872593218939207	0.228391261871123	0.020863340431271	0.0774629056026281	0.120883134349441	0.0774932082188678	0.11006028680883	0.104611961822148
Fgf9	0.00552398620536221	0.00124075316197058	0.00925919765099396	0.00368132085378764	0.00817679726432848	0.000812352527900253	0.00619492996238049	0.0141940589695214
Fgfrl1	0.0798427246462942	0.141613557813702	0.0927282362432023	0.176721247026857	0.0676793521905422	0.0229069715624252	0.0699238895232607	0.0437562396470504
Fhod1	0.0049088864842306	0.0161727861893863	0.00835681633785367	0.00645442569295663	0.00677780281661627	0.00897505402619999	0.0254538591464058	0.0212633560241893
Fibcd1	0.183341976705518	0.0604709220416752	0.117113710996365	0.0467465676102699	0.147082631584841	0.0130991862258066	0.0681875203419499	0.157236676778878
Fibin	0.0837005925817442	0.225513400657269	0.0284495466131402	0.356202898943838	0.292820511834635	0.0648700316368887	0.155545579267249	0.0511681414589281
Frat2	0.0311089418583124	0.0590880765647541	0.00588179586496294	0.0103789463368905	0.112231876496805	0.0234173527584351	0.0327581021665229	0.0282103154762866
Frk	0.106094229835789	0.0683622147825142	0.0751533226956679	0.0228618668941242	0.0472135122146808	0.0223874782062366	0.049952880760545	0.04867417893849
Frs2	0.0226563983427763	0.0132513184285516	0.0119550274379705	0.00552969721896128	0.00999752233200366	0.00281939364239999	0.0660174475807726	0.0168561156720073
Gata1	0.015544882962752	0.0342564027717506	0.00930484986357465	0.0124702570479876	0.0586972843136262	0.0521300970627865	0.0714743724890993	0.021405899549805
Get4	0.00652439229615218	0.00881526279614542	0.0188566296785523	0.0105121401079827	0.0327569623641855	0.00424027566885047	0.00962894583955293	0.0272259309676415
Glis2	0.0340168805524705	0.0302151563217222	0.0517088394200779	0.0108864810110737	0.0440168554040065	0.0242476146055705	0.0845419216928003	0.0195918877338328
Gls2	0.12934893290852	0.0676671922833913	0.0321362203337023	0.017925404214644	0.0493720454213101	0.043053632704643	0.0913547798844555	0.0306192553863886
Gltscr1	0.100050720782973	0.295264601075782	0.0277629176307113	0.0412629504670756	0.100792654277634	0.0337916307776391	0.112160510856838	0.100880157384043
Gm10845	0.0907533663879116	0.0741489038953896	0.305678459701116	0.0808000217311343	0.0556951198017675	0.20474542595798	0.284540832527784	0.0698955773448417
Gm10863	0.17890427438794	0.0542826380589063	0.182014934444947	0.12350397325111	0.226879393621546	0.0264329581468046	0.124830525630848	0.0556988458394065
Gm11602	0.0601892762833376	0.0349813117703051	0.011030504446432	0.0113413220618331	0.0178241415891266	0.00632621663557971	0.0155959329865082	0.0315079549054466
Gm19705	0.0193543297355427	0.00757037151626849	0.0144015736815049	0.0124357029541768	0.0165401702086341	0.00419116731958924	0.0089773380883325	0.0286996491981184
Gm2518	0.129840135726917	0.140783367684336	0.131273629303464	0.0362968712373978	0.222663735882091	0.177220372204493	0.0720710351980738	0.111170364979722
Gpr133	0.150447033036568	0.121174598234887	0.0803750748688015	0.115568998107616	0.0190446575289488	0.0241217537079942	0.0505711677569831	0.117436305149766
H2afj	0.024216778612222	0.152508422164878	0.0416985394606633	0.0699570197310735	0.0998817050610911	0.0228173460011827	0.0608579185315834	0.071189036412724
Hcn1	0.177541668217151	0.06680137467481	0.0523600666792187	0.193465794808843	0.110187108943223	0.012559186321747	0.150371764127782	0.13300066234501
Hist2h3b	0.0378925920922607	0.0294065102142878	0.00855547786676314	0.067835446581306	0.0105862999540301	0.00670711530067111	0.0683278577461027	0.0130579087066275
Hmga2	0.112378422304088	0.183012616327532	0.123557402505401	0.105072589503495	0.0483736258264349	0.0150689606345898	0.236915757692527	0.0926838646668848
Hs3st4	0.0871746756403982	0.0271665976409373	0.175757786035596	0.0380180250938612	0.0349374423751909	0.0605825107415562	0.17176649135957	0.0258864324540446
Hspe1	0.0284161417152897	0.0136175965310704	0.0237435394650182	0.00963366101427572	0.015843144079158	0.014888076054101	0.0125131473597149	0.0297671405322992
Htr6	0.104116501010504	0.0501550500320765	0.0385457950696732	0.192088923414317	0.050869667366376	0.0153846274130541	0.122137005546586	0.0253109618122891
Ier2	0.00398326278106607	0.00510680937526515	0.000484727797797686	0.00506288806894003	0.00241718257900727	0.000809216004915325	0.00335093589497053	0.00146367154754141
Ifit2	0.025444926383366	0.0302201017063762	0.00918524872560817	0.0184708058046908	0.0339718275254564	0.0047892822121536	0.014793137829698	0.0256025750360022
Igf2bp3	0.0231277823324579	0.0224411666110485	0.0471889158067375	0.0161479620227264	0.0273678747243175	0.00877778671095175	0.0281891297242186	0.0121997362835793
Iqgap1	0.0683580989294211	0.0459981023651193	0.0225366473699928	0.0323088834134693	0.0260607096290813	0.0353511991539356	0.0689239531965112	0.0565173545437569
Itga11	0.0682141104573246	0.194320318009258	0.062320751671335	0.16739187906768	0.262171866709579	0.0635933615618526	0.0742025015910954	0.115375192180837
Itih3	0.0272597539500561	0.0123918259241823	0.00649540442901972	0.0281653419692482	0.00880489311948039	0.00237409749224352	0.0168970722223591	0.00820592760751475
Itprip	0.0215449650645714	0.077741612241452	0.00954523893510209	0.0159089086230687	0.0121619056215242	0.0142428111505012	0.0635187195113353	0.0561389031600607
Kctd10	0.0209822989726579	0.0175430943350429	0.00473126688778597	0.00864782532205179	0.0127012997598483	0.00825809431697991	0.0134297616265492	0.0234123614702616
Kdelr3	0.119637101332041	0.0377996835490824	0.0244304181497172	0.124786192074315	0.0318752604516943	0.0209364781228996	0.0457642884714879	0.0731351702214837
Kdm6a	0.00619651350649488	0.0111951824203916	0.00485972393211518	0.0111831648892536	0.00820937217824408	0.00105795853189275	0.0369728488290644	0.00423808392070834
Kif3c	0.0213622419859472	0.101287378583809	0.018604301124872	0.105534601470595	0.0278720926832209	0.0252509285684135	0.0845694940045622	0.0541443998333945
Klhl5	0.0240250257933608	0.0331800067200343	0.00496108497992502	0.0240170300914166	0.00486140995156294	0.00207050022904808	0.0382398682085815	0.0115601791184107
Klra1	0.0400839814933708	0.249630258043556	0.0343089582117648	0.133631386185707	0.0422833458127289	0.0146942147048969	0.186862212470808	0.0261084652627103
Lca5l	0.0542383909905219	0.114576147971826	0.0190289084050675	0.0869461628819583	0.0799482479491789	0.0851733888223902	0.170902732318133	0.0814469707018055
Lgr6	0.104115817274165	0.0746259688580251	0.104027519491869	0.0259956229551539	0.154490369662623	0.0269491962178576	0.172430367593091	0.115748392375316
Lrrn4	0.270288484407044	0.174236127155916	0.103659251192686	0.0722359656839789	0.191925496766637	0.038537290478072	0.0776398228041685	0.249237998706103
Lrrn4cl	0.0343408240952482	0.11147489868143	0.0180388963283231	0.0352607581853582	0.120720700894906	0.0353273287565691	0.143922913521703	0.033685112060661
Map4k5	0.0220314728981469	0.0359350184251455	0.00960242000636744	0.00972652599504189	0.0294990358271102	0.00878054514025541	0.0218955555074367	0.00808917466686387
Mapk12	0.116901632989663	0.139796083118179	0.0569585434256756	0.0285060792494795	0.25663571599452	0.0524198172989186	0.24194506521964	0.0790421914675279
Mcpt1	0.105661549544604	0.285749278161917	0.886119512147138	0.0467431089193547	0.405948588470047	0.0395599472609808	0.159804707066739	0.445090490393295
Mdh1	0.0915366536554697	0.232385895193287	0.0190845575072766	0.131194652097493	0.0299022520689106	0.0123286606013588	0.184996018780514	0.125860654392928
Meg3	0.0609610549657925	0.0646951734662148	0.0399864551920194	0.0669777141931572	0.0833736092741414	0.0165473099079153	0.14153118992032	0.0516425047903503
Miip	0.00868807009791159	0.00963644874834824	0.0155101417686208	0.041256131212109	0.016079464823489	0.0196806325971776	0.0486649365767204	0.0495546474817726
MLN_CD103neg_CD11c_MHCII_DC	0.300875174798556	0.114118954217988	0.0215726879594766	0.0415194149739081	0.0912506955772477	0.126524329100166	0.177814302033005	0.129970665653713
MLN_CD11c_MHCII	0.134262322677072	0.0851968349695852	0.00950713860759321	0.028513249895015	0.0371482826251291	0.0527736018278178	0.0784465507510987	0.0571709526833879
MLN_CD4_T_cells	0.000653554412848938	0.00548821410311452	0.000360055000210848	0.00410641491334676	0.00179688366369375	0.0019671162787197	0.000830106666349507	0.000673979243546552
MLN_Central_Memory_CD4_T_cells	0.0439135036764715	0.0122459142246433	0.011524676873853	0.00196366152439515	0.0221812945851996	0.0049451422916499	0.0458343050342941	0.0584289177204912
MLN_Central_Memory_CD8_T_cells	0.0260365720025848	0.0192223832358316	0.00476917338612809	0.0068614580724193	0.0165085246075256	0.00281634004314022	0.0214545737547193	0.0468315618018453
Mrps6	0.0269969464552722	0.0082458180627054	0.0244090265736218	0.0290699712368027	0.0406785698582677	0.00673988613848004	0.044588397902643	0.014758309480483
Msln	0.040089805940288	0.0978431093969195	0.0355533922042626	0.0395453507802786	0.110020422645674	0.023880751304781	0.174105518271687	0.199716428952842
Mtfmt	0.0218887023474747	0.0150324805357022	0.0029577672706922	0.0264267283413929	0.0138462508399302	0.00254503900384816	0.0146519485302797	0.043880384938546
Nkd1	0.0742081319016443	0.0869420746607485	0.0942081433300574	0.124123265005855	0.0341616743219535	0.0911323211768643	0.117506205547651	0.0768838968392403
Ntpcr	0.0152203099781869	0.0211638389572774	0.00692294629978614	0.0294049151492268	0.00858964503333447	0.0087462158015035	0.0080626083706051	0.0111735158868312
Papd7	0.0384723241847289	0.0438226170565293	0.00447814444977987	0.0381241745727164	0.0133864460654169	0.00621062121999255	0.0148117947213634	0.0106443589529717
Pex12	0.00886755839974432	0.0133513362695219	0.00288461285231997	0.0156378587540491	0.00444358851401412	0.00262897389593545	0.00548580527765297	0.0040689499544433
Pex2	0.0247482303952215	0.0258426540028839	0.0160205607699495	0.0109939506430162	0.0306529023081371	0.0486920597177778	0.0214838743585284	0.0846298214175662
Pgf	0.0653631492480445	0.181968501659862	0.192151445117274	0.0917486573950829	0.251595761617168	0.0227680379653146	0.190099411317487	0.204798756036796
Phf6	0.0120008958484043	0.0109292231371441	0.008156583770431	0.0314469886609181	0.0113265807590555	0.0256841683280322	0.0328418246204214	0.012364058490076
Phka2	0.084097455814792	0.019155127505841	0.0276736129192485	0.00817005544551324	0.0103741417788428	0.00741167120286271	0.0273331040085138	0.059308722211798
Pi15	0.0584027332951812	0.0843002409385124	0.0712643190162307	0.304078552523599	0.214700093173861	0.100358175912658	0.258359032225425	0.187585478712314
Pnpla6	0.0478432849328067	0.029913479730012	0.00796591305938608	0.00993487028834546	0.0230608714956529	0.00972244306113233	0.0411992267390955	0.00941919955644404
Ppm1e	0.0564424148938089	0.0749254838183522	0.055736551800768	0.0150716983879411	0.132870553392109	0.015807017168594	0.339404077705763	0.0945123233843638
Ppp1r14c	0.0591046162712975	0.126416549087627	0.0623564276580721	0.129139846571242	0.088799392357085	0.00624048256719409	0.133339533499874	0.0349738081663338
Prim2	0.0231658496287284	0.0401804873111388	0.0326350253442211	0.00984923824009877	0.0759201964802551	0.0170193501458902	0.0431767492581328	0.128129083179341
Prkd1	0.0414635617780943	0.287305120155122	0.0554207316168454	0.110331069409184	0.0350242660959427	0.0322153908386377	0.235291414000283	0.0203039147184707
Prmt6	0.00385961328362054	0.00629460774184496	0.00266016225737421	0.00818636349912489	0.00758429532276331	0.000927388527263933	0.00226748379263818	0.0038109047101136
Prpsap2	0.0704589083468841	0.0567284917620728	0.00695023632290482	0.0303149640228013	0.0214912153057032	0.0279069565120386	0.0967953426766319	0.0123924088027192
Prrt1	0.0611274720865147	0.0514287158507217	0.0346827517483515	0.0251896857217415	0.00965102158967257	0.0533419026922524	0.102839000303772	0.0286671269303444
Ptcra	0.0348706213264112	0.0848574320072092	0.0256427613500311	0.0125381098636149	0.0433466810671925	0.0195657596796908	0.405466169100069	0.0567586324937419
Rab33b	0.0310115556861548	0.0311265942379125	0.0235917467299267	0.0144748219540061	0.0205558575057522	0.0302433853972439	0.137869868161114	0.0190661970698149
Rab44	0.0583285685148679	0.100409845960725	0.119604378545756	0.159061633686444	0.0178416060093119	0.0123439775106558	0.0380622816040549	0.0604161729802954
Rad50	0.00441142522713724	0.00143344585812425	0.00061885812096671	0.00217795098859789	0.00457417693032758	0.000678765865051159	0.00594188508969299	0.00881101210178247
Ralb	0.0252407864719299	0.0615987835322789	0.0349051193688324	0.0820663359430825	0.0144234263444537	0.00819523896721869	0.0741696616476155	0.0525118642472467
Rcn2	0.043202346857004	0.0146421988423404	0.0118548145686556	0.0123961486734804	0.0302548329237809	0.00271017622294234	0.0646826240280757	0.0334762181611288
Rell2	0.022273227803909	0.0713985605501956	0.0125769066048461	0.0432138337280718	0.0105996904814471	0.00994386570650183	0.0804830834330111	0.041454282184101
Rmi2	0.0544114306915653	0.385205627366475	0.0821509583309244	0.0318686758821995	0.0847221935737734	0.0114255954300093	0.192000188660318	0.111068191517816
Rnf170	0.0112159116886668	0.0150959118472205	0.00523327170196965	0.0269218234387939	0.00959416897690013	0.0170328998647826	0.0226865667255151	0.0235787216507813
Rps4y2	0.156560362427864	0.310620422806649	0.0314748468589119	0.0319507255094481	0.0902962780341281	0.0217246963569494	0.136496083221608	0.0749174434743655
Rtp4	0.0142894127304028	0.0097270681911542	0.00549133502092479	0.0195389589177454	0.0393500559757024	0.00697980325101507	0.0501543328708174	0.0247677497910752
S100pbp	0.0369778112371307	0.107544198967619	0.0307426726841727	0.0114269744493347	0.0457455247364032	0.0650514237645658	0.0831557274413374	0.0387817674162572
Sepsecs	0.111330006959784	0.16634156413533	0.00922556859288432	0.0172701264885912	0.120965031366393	0.0789668383502079	0.162339012546327	0.0202386484843549
Serf1	0.0414006988383792	0.0773293548303824	0.0406569762057763	0.116484883398139	0.0212736148952845	0.0225653398933028	0.029663106273205	0.014966096990942
Serpinf1	0.15375210567363	0.0463919010472614	0.00980001484389973	0.0138007495918282	0.0212016496904925	0.00425611620084815	0.0748128727264461	0.0155240757270421
Sesn3	0.0562859884896305	0.13511589084462	0.04288865513469	0.0284497425277685	0.0772065523213643	0.0386896743270272	0.0820777457687761	0.14587216062952
Sgsm1	0.0267050810051116	0.0133077534934548	0.0296306277477316	0.0134467821052402	0.0210883205234144	0.0016592296940749	0.0259353541021407	0.00795435151916595
Shroom3	0.297231104166766	0.199953689724963	0.130425435902578	0.087726331070952	0.104062956282044	0.0462303353600797	0.124200739903161	0.509851677091778
Slc1a5	0.010378538979356	0.02676359353442	0.00963755452925856	0.0147903028522647	0.00685769707172635	0.0037431128055194	0.0309638474094886	0.0180331276281392
Slc25a28	0.110408144864904	0.160873372623897	0.0344071170503129	0.167962987300041	0.209130447137104	0.0443780969016484	0.815043291115973	0.12939383184948
Slc38a6	0.0774157709144549	0.0665414883448115	0.0328179614420781	0.00664441247151851	0.0789276698131073	0.00766713288728076	0.0734020731771676	0.0465072806679469
Slc41a2	0.298403935427294	0.0632283774353627	0.0554493737493196	0.0393327548830225	0.162229569645075	0.0864174482433485	0.0962853815188667	0.0543624340290258
Slc7a11	0.105334261052612	0.0487159764216976	0.0593358479119354	0.131189461232985	0.124159716803009	0.0377849880904536	0.0822686630086329	0.193436973699469
Slfn4	0.588484320927872	0.0816523035906256	0.0906386776873553	0.228648907289187	0.0896755379428865	0.0236081205104293	0.0930835026201996	0.45058896373706
Sltm	0.28365254434737	0.127655756598153	0.0179620080512602	0.0847913490983112	0.158615659549916	0.110937223616448	0.235680327549395	0.119128431776844
