Features	lab	wild
H3f3b	94.8164146868251	94.8164146868251
Hspa1a	77.1058315334773	77.1058315334773
Naa15	46.8682505399568	46.8682505399568
Eef2	71.0583153347732	71.0583153347732
Sycn	19.6544276457883	19.6544276457883
Junb	85.9611231101512	85.9611231101512
Prss3	15.3347732181425	15.3347732181425
Rps16	44.2764578833693	44.2764578833693
Pla2g1b	26.7818574514039	26.7818574514039
Rpl14	25.9179265658747	25.9179265658747
Rps19	6.26349892008638	6.26349892008638
Eef1b2	4.96760259179264	4.96760259179264
Rps3	36.7170626349892	36.7170626349892
Try10	14.902807775378	14.902807775378
Mb	59.8272138228942	59.8272138228942
Cfl1	58.963282937365	58.963282937365
Cd79a	74.0820734341253	74.0820734341253
Rps3a1	23.5421166306695	23.5421166306695
Rps7	17.7105831533477	17.7105831533477
Rps23	13.3909287257019	13.3909287257019
Rps13	59.6112311015119	59.6112311015119
Rps18	42.3326133909287	42.3326133909287
Rps29	44.060475161987	44.060475161987
Eef1a1	60.9071274298056	60.9071274298056
Rps4x	63.4989200863931	63.4989200863931
Rpl38	82.7213822894168	82.7213822894168
Myl6	73.2181425485961	73.2181425485961
Gm6654	65.4427645788337	65.4427645788337
Gm10334	33.0453563714903	33.0453563714903
Fosb	100	100
Atf4	100	100
Cd52	16.414686825054	16.414686825054
Apoe	12.0950323974082	12.0950323974082
Fth1	5.39956803455723	5.39956803455723
Pnliprp2	21.1663066954644	21.1663066954644
Actc1	57.0194384449244	57.0194384449244
Rps8	58.3153347732181	58.3153347732181
Egr1	99.5680345572354	99.5680345572354
Gp2	16.414686825054	16.414686825054
Cd69	98.0561555075594	98.0561555075594
Hspa8	30.8855291576674	30.8855291576674
Gm5771	15.3347732181425	15.3347732181425
Rpsa	6.26349892008638	6.26349892008638
Gm5409	18.3585313174946	18.3585313174946
Rpl22	53.3477321814255	53.3477321814255
Chchd2	81.8574514038877	81.8574514038877
Eif1	98.0561555075594	98.0561555075594
Hspe1	88.1209503239741	88.1209503239741
Rps15a	69.5464362850972	69.5464362850972
Dmbt1	11.5550755939525	11.5550755939525
Rpl17	61.5550755939525	61.5550755939525
Ptprc	48.8120950323974	48.8120950323974
Rps28	28.9416846652268	28.9416846652268
H2-D1	3.45572354211663	3.45572354211663
Zfp36	90.9287257019438	90.9287257019438
Dnajb1	96.3282937365011	96.3282937365011
Uba52	3.45572354211661	3.45572354211661
Gnb2l1	2.37580993520516	2.37580993520516
Serinc3	63.7149028077754	63.7149028077754
Clu	61.1231101511879	61.1231101511879
Rps11	4.96760259179264	4.96760259179264
Cd79b	82.2894168466523	82.2894168466523
Ppp1r15a	93.5205183585313	93.5205183585313
Klf6	99.1360691144708	99.1360691144708
Gm13826	24.4060475161987	24.4060475161987
Tmsb10	65.658747300216	65.658747300216
Ucp2	39.0928725701944	39.0928725701944
Rpl19	32.3974082073434	32.3974082073434
Nppa	66.5226781857451	66.5226781857451
Pabpn1	32.3974082073434	32.3974082073434
Rpl39	58.963282937365	58.963282937365
Shisa5	52.0518358531317	52.0518358531317
Rps25	29.5896328293736	29.5896328293736
Gm1821	61.9870410367171	61.9870410367171
Rplp0	31.7494600431965	31.7494600431965
Rpl37	36.0691144708423	36.0691144708423
Klk1	16.6306695464363	16.6306695464363
Rpl27a	17.92656587473	17.92656587473
Ptma	60.9071274298056	60.9071274298056
Rpl12	10.7991360691145	10.7991360691145
Gnai2	54.6436285097192	54.6436285097192
Gnas	63.4989200863931	63.4989200863931
Lars2	10.7991360691145	10.7991360691145
Rpl24	56.8034557235421	56.8034557235421
Rpl23a	11.4470842332613	11.4470842332613
Lcp1	71.2742980561555	71.2742980561555
Laptm5	40.3887688984881	40.3887688984881
Hspa5	99.1360691144708	99.1360691144708
Arpc2	0	0
Spink3	2.80777537796975	2.80777537796975
Luc7l3	13.8228941684665	13.8228941684665
Rpl10	25.9179265658747	25.9179265658747
Rps10	34.9892008639309	34.9892008639309
Rpl28	10.1511879049676	10.1511879049676
Cox6c	80.3455723542116	80.3455723542116
Ddx5	25.9179265658747	25.9179265658747
Coro1a	59.6112311015119	59.6112311015119
Cd53	65.2267818574514	65.2267818574514
Rpl31	9.50323974082072	9.50323974082072
Sepw1	73.6501079913607	73.6501079913607
Ptprcap	62.6349892008639	62.6349892008639
Myh6	74.0820734341253	74.0820734341253
Tpm1	64.14686825054	64.14686825054
Purb	17.92656587473	17.92656587473
Rpl10a	24.8380129589633	24.8380129589633
Srgn	35.6371490280777	35.6371490280777
Npm1	18.7904967602592	18.7904967602592
Rac2	77.5377969762419	77.5377969762419
Cnn2	40.8207343412527	40.8207343412527
Rpl18	10.5831533477322	10.5831533477322
Btg2	97.6241900647948	97.6241900647948
Cox6a2	51.6198704103672	51.6198704103672
Erdr1	34.9892008639309	34.9892008639309
Atp5e	93.304535637149	93.304535637149
Baz1a	28.0777537796976	28.0777537796976
Myl2	54.4276457883369	54.4276457883369
Sell	63.7149028077754	63.7149028077754
Cotl1	4.53563714902806	4.53563714902806
Rps27a	51.8358531317495	51.8358531317495
Hmha1	26.133909287257	26.133909287257
Satb1	36.2850971922246	36.2850971922246
Gimap6	82.2894168466523	82.2894168466523
Serbp1	42.548596112311	42.548596112311
Dusp1	94.8164146868251	94.8164146868251
C3	61.3390928725702	61.3390928725702
Dgka	49.8920086393088	49.8920086393088
Tnni3	65.658747300216	65.658747300216
Rpl5	42.9805615550756	42.9805615550756
Rpl36a	72.5701943844492	72.5701943844492
Eef1g	78.6177105831533	78.6177105831533
Mt1	52.0518358531317	52.0518358531317
