Feature	IL_5_Bacillus.S.	IL_5_Bacteroides.V.	IL_5_Candida.A.	IL_5_CD3_CD28	IL_5_Clostridium.P.	IL_5_PBS	IL_5_Pseudomonas.A.	IL_5_Staph.A.
Eif3f	0.0139144861601957	0.0283887673963738	0.0301733347786398	0.0460443229433048	0.0197266106538568	0.00885074073202704	0.0146814691270004	0.00559048051751888
Eif3h	0.0440943526140339	0.0352328883557616	0.0176265409079686	0.0667024854999286	0.0193366886418141	0.0497645571964906	0.0535807669656114	0.027096607568757
Erdr1	0.00600387783736232	0.0129222596177706	0.0243158191570744	0.0192324471093243	0.00744142299919417	0.0213626588848323	0.00610338100207084	0.00732978555552075
Etl4	0.0130707505641424	0.00709266146511237	0.00717838214548502	0.0386405490342407	0.00796855981755643	0.0452005327132525	0.0239520319782198	0.0100984222332011
Exoc2	0.0376473690462262	0.03279551597671	0.0201075643300785	0.00793804661772197	0.0353665699297828	0.00173002121993771	0.0552865483197645	0.0167981319435603
Extl3	0.00559864020005463	0.0118491223572567	0.0134792824333776	0.00851894646361217	0.008810581053015	0.0073169426205154	0.00666667039977337	0.00145824551772376
Farp2	0.00384995638636757	0.00539828549938702	0.00827202809347073	0.0184238134471137	0.0073383097837729	0.00454105336449919	0.000928622304579429	0.00425139593866091
Fbxl5	0.0325371844249154	0.0155059169245847	0.0104230384935921	0.00952992890088779	0.0317847685547165	0.059547951744408	0.0244953397979517	0.0336824225715141
Fbxo2	0.088741492205474	0.0564153801207636	0.0765359862893983	0.148241463752871	0.0495711771641562	0.172650432759593	0.0146581224832237	0.0669707564385193
Fbxo46	0.0289982316923306	0.0461522914294118	0.0288218546249397	0.00868683879547202	0.0289629661291703	0.0181304296076743	0.0338453474224114	0.0153286795940347
Fgfrl1	0.00590528061071798	0.00475766508649794	0.00882609763856728	0.029368804719705	0.0080925106821318	0.00170391698179456	0.00234915995722034	0.00730939740510301
Fndc4	0.0151702318752913	0.0207590559342212	0.0202158434708259	0.0395889362368462	0.0430427737921875	0.0565908914337562	0.0763537599644809	0.0741818494958634
Foxo1	0.0227194391056721	0.0384875844919904	0.0328940928061379	0.0143311501405045	0.0234684898548957	0.0090575896390406	0.00853923591428023	0.0206096988400559
Gas5	0.00749570716608486	0.0122510254632219	0.0154060252349582	0.0252998449560715	0.00599353898092254	0.00250725684639202	0.0071459962813736	0.00093242409620823
Gimap1	0.0436781403693797	0.0547129788558118	0.0402491591827387	0.0661060365211961	0.0393278684089493	0.0150542624838825	0.0453632623394594	0.0122219236594205
Gimap6	0.00543016793910787	0.00095638732629704	0.00197050783758747	0.00779504476598422	0.0070237158622863	0.00909089812233688	0.0076589319307443	0.0102370264925724
Gja4	0.0441367782005929	0.0843176370066533	0.0816031747091543	0.0672946816708558	0.109074966682243	0.0342646725927797	0.0702467723358876	0.0717175629561249
Gm10845	0.0724587405698035	0.107391318933985	0.0766423518758891	0.0707910328511245	0.0844795457243184	0.0668611265390234	0.0885618423893234	0.0500036532175863
Gm10863	0.0383795130440379	0.055274229650097	0.0304528632918817	0.0236185042623861	0.0307581069970062	0.0371305867015685	0.023862285655167	0.0114678318373507
Gm2518	0.0820833807322537	0.0351730707461375	0.0899226457252601	0.0671332497914131	0.0730412942242956	0.101731008075877	0.0948080847096401	0.129601563889713
Gm4285	0.00137617273630483	0.00200117253287515	0.00853205632326886	0.0367740638082335	0.00671092821905615	0.00186003289971789	0.00352398647460828	0.00469625989649138
Gm5506	0.0110454753678322	0.025976418032013	0.0199254394354741	0.0218503328210212	0.0173839369710288	0.0109004719560025	0.0142013189599057	0.00913299431140982
Gm6654	0.00849878486446315	0.013647802170315	0.00678012791148517	0.0153314997626326	0.00747358982611852	0.00240979154350473	0.00736008750355598	0.00185598659534177
Gramd3	0.00124725244551811	0.00444840925493963	0.00258831080227161	0.00668929131131961	0.000496510632708278	0.00474117098373162	0.00187515559579121	0.00369219600144966
Heatr5b	0.00305072231605994	0.00676317366946868	0.0041131172687533	0.0014922235836965	0.00343251107681917	0.00319094981272569	0.00241277150757415	0.00136862811814425
Hist1h1c	0.00562483248207214	0.0130173023313434	0.0151810679239415	0.024120924856518	0.00560363094406467	0.00397594208254846	0.00223563848489182	0.00210702952992351
Hist1h2bm	0.00992394235216395	0.0280150685875139	0.0065739804470897	0.070570628888053	0.0213196810868188	0.019321145987291	0.0487429232461789	0.0264787812484107
Hspa1a	0.00485780211957481	0.0128657313739839	0.0119409092276041	0.0222313408166353	0.00765227832197685	0.00308440434078569	0.00690815889447581	0.0025632287462604
Hspa1b	0.00247423404500349	0.0073274941802322	0.00643945225087844	0.0124904378874703	0.00448335086707644	0.00172676292728622	0.00343337649266217	0.000437286314733817
Hspa5	0.0067986248154079	0.016637475994405	0.0158020962013251	0.0255292860963076	0.00924956143450629	0.00825706809900202	0.0055425432087632	0.00525562653721059
Hspe1	0.0106846383771468	0.0318180647537466	0.0382120779953863	0.0295393306984303	0.017817085568156	0.0225179040976923	0.0138858799482347	0.00372396730608303
Ier2	0.00175332788433197	0.00402487802027913	0.000970753017688948	0.0111115636551702	0.000670030520826042	0.00323445851448023	0.00087709208243691	0.00288378408861157
Ier5	0.00124965753820762	0.00191025870835892	0.0021656626686291	0.0032721426766554	0.000817605795896218	0.000373991162821641	0.000553473509337996	0.000126063267999821
Ifng	0.0183595184522639	0.0260203674401183	0.0399029253413149	0.0218091451999642	0.0246889915161801	0.0194431949780877	0.0027694568347678	0.00777965848255953
Inhbb	0.30141629983493	0.148999784540502	0.0784341569352332	0.0994878552734691	0.221631290373767	0.186797099251297	0.351690303465533	0.196486520873023
Jak1	0.0500654034628715	0.0552030816001217	0.0443280192860017	0.16532105464424	0.0271190224467437	0.00730136955759088	0.0217945998175462	0.0119555768829346
Kdm5d	0.00370679513140842	0.00089737683190215	0.000893708247379317	0.019936148187323	0.0077193542860173	0.00188242691071987	0.0026452124063852	0.00195283722397604
Kif14	0.0605941862614769	0.0663081107035689	0.0355016438375289	0.0197508150494716	0.0517004332547755	0.0137658629118007	0.046210583850102	0.0269612439043742
Klf4	0.00124503185929382	0.00127119966909009	0.000269419352477447	0.00559447087972247	0.00105634678728627	0.000437409429353273	0.000833252110806236	0.000581714003851929
Klhdc3	0.00201195058355125	0.00188682161291289	0.00940323848010596	0.00670435314358819	0.0091077608890933	0.00468481585285723	0.00289833333530402	0.0224967372816789
Ldha	0.00470657222280398	0.00980820945585689	0.00821967199673508	0.0103675652674491	0.00122899999303269	0.000614179061789354	0.00546652659576281	0.00220572079206946
LOC100504703	0.00142051802064167	0.0077644790685266	0.0109796969042968	0.0292373120988907	0.00911415666203641	0.0100903195715022	0.00977636489794774	0.013299455546554
Ltbp1	0.00853186223647911	0.0126620287731854	0.0126032401425409	0.010648422928694	0.0151404917657938	0.00108688597888073	0.0155863513484161	0.011695861427063
Marcksl1	0.0133256752281749	0.0126000743299119	0.0223520813409434	0.0384596184661739	0.00518037739143302	0.0076545311503357	0.00550974562988004	0.00681027627660725
Mir22hg	0.00130838493136537	0.00454597840602001	0.00456508867206848	0.00418172272612637	0.0029005564028487	0.0028604075915106	0.00309392290474604	0.0006154204657025
MLN_CD103neg_CD11c_MHCII_DC	0.0133118083569439	0.0193134238515786	0.018020451692363	0.0306401627755706	0.0153998293279261	0.0566896410498893	0.041550889843132	0.022642019859717
MLN_Effector_Memory_CD4_T_cells	0.00224031172021112	0.00161855762952326	0.000864891176642436	0.00449739376938242	0.00205698383362726	0.00119998196897631	0.00172973939680693	0.00201490751411454
Mmrn1	0.0392561768829109	0.075289074094883	0.0244247103006596	0.0332147087935161	0.0490899460027359	0.00562226384078497	0.0710540346627457	0.0198694848279464
Ms4a6b	0.00177987326842489	0.00798847377084712	0.00498644233600253	0.00636381139250005	0.00318118892638626	0.00907660799065885	0.00452001026957303	0.00298415782222206
Mtmr10	0.00419133828151064	0.00410437984233222	0.0150081669238707	0.0131848174824227	0.0125175916801429	0.00319460759104694	0.00432331929161735	0.0250852894626448
Nbeal1	0.00197816018904159	0.00229342120519715	0.00172811587846877	0.00460052471546753	0.00121145023786986	0.00062349332275947	0.00093375568595038	0.00155990612978252
Nckap1l	0.0225114628101562	0.0276024791964896	0.0242660888627087	0.0545115996625768	0.0233895681541584	0.00509592394021524	0.0337834752016083	0.00674558622260918
Ndufa7	0.0059593536235858	0.044279266737944	0.0411923684072123	0.0273443511688145	0.0111667373305332	0.0201776890871758	0.0230466977201288	0.00395651351745198
Nfe2l3	0.0176342975132109	0.00925185283689557	0.0470242012430535	0.144342939800217	0.153108237018121	0.229191826256595	0.225726551004753	0.223889578950351
Nfil3	0.00136012587903259	0.001390835068452	0.00213459340426164	0.00605883314866828	0.000793922108510084	0.000506647209718519	0.0010580020980002	0.00140343930267692
Nfkb1	0.000984546235038513	0.00151424587058912	0.00137607613886248	0.0043168070243483	0.00180963786473906	0.00109613529960837	0.000414374012805669	0.000881762639906305
Nosip	0.015808461736359	0.0211353218883563	0.0122485190984922	0.00295840474977661	0.0192107999344901	0.00217966727573664	0.0152636352388902	0.00945760353259537
P2ry10	0.0030271712565118	0.00379167848485507	0.00237090177215788	0.0183960108859055	0.00140087897826422	0.000602709971773721	0.00354350054267365	0.000785638341082053
Pdss2	0.0109616376469801	0.0170295888029062	0.0163032547759753	0.0126582900535889	0.00711153124656587	0.041060294264961	0.0050190951652229	0.00429301947067212
Phlda1	0.000684160566774678	0.00353200105838462	0.00271813532775724	0.00510848176369088	0.00263367027667377	0.00431365462381532	0.0018867435380812	0.00159285289774591
Plk2	0.00066517284741766	0.00308091110646541	0.00547968121386756	0.0107624373562852	0.00101384554784466	0.00149572556402173	0.00435533358061466	0.000224712959509715
Ppp4r1l-ps	0.00284093249261609	0.00186227184395597	0.00245403426310257	0.0270940253716036	0.00240440763413246	0.00844955597901262	0.00159210754372163	0.00302359169998682
Prkcb	0.00437537408878063	0.00353802880843794	0.0040059340853581	0.00699338674467969	0.000936537640437038	0.00244964718969601	0.00174476698020902	0.001607877073991
Prr7	0.0112065308140552	0.0150818716410424	0.0162486260924317	0.00314727327916235	0.023508855062634	0.00309354905093907	0.0190712621335626	0.0156771853412311
Ralb	0.00735217037313606	0.0107525870433931	0.0174925223988768	0.0576879550074887	0.00217464143572955	0.00650783855501592	0.00407700907792807	0.00336585091107155
Rbmx	0.050559841654608	0.0406454558071505	0.0416999587369111	0.0443825856006124	0.0703803356090048	0.0438518944644712	0.0567629496027182	0.0656116866195422
Rbpms	0.00235303208394913	0.00526381850593737	0.00908607212866023	0.00777061137230558	0.00169260883897504	0.0241394397547799	0.0112967020835752	0.0108453318416678
Rgs2	0.00239614240529947	0.006226463650215	0.00515395819982951	0.0215268194299578	0.00141748126148551	0.00384316609145882	0.00192262886571228	0.00423478322171059
Rnf14	0.00626231650978717	0.0125872294776459	0.0105026262045787	0.00703334749506205	0.0190985667355591	0.0130652011919104	0.021799020922603	0.012396084890958
Rpl39	0.00581051567568205	0.0106136708239492	0.00833838990892125	0.00630963130696024	0.00341541752099166	0.00125722136169267	0.00577095069731782	0.000674187895041511
Rpusd4	0.0133959185828358	0.0179320627753892	0.00932596821072931	0.00628679758562722	0.0185365671525398	0.00383124541488235	0.0287616482764413	0.0143395224462893
Rtp4	0.0010537370524146	0.00419073706515153	0.00917881740750173	0.0356607918430538	0.00735286347752362	0.00186909477069616	0.00881260045369189	0.00487667987406266
Sec61a1	0.00734102073568186	0.0154032277045652	0.0152458491209651	0.0169701367146754	0.0068496645542387	0.00237848893251573	0.012970086646564	0.00167402109885154
Sell	0.00170012204011324	0.0021959533650923	0.00101039343383592	0.00182460962839144	0.00171838611781292	0.001180241506952	0.000984306146188329	0.000279476427324682
Serp1	0.0137202707657975	0.0273533271772972	0.0137031376091739	0.0333194385738829	0.0113614822544627	0.00299863347978221	0.00260269722235923	0.0069058388834834
Setd8	0.00864133514204134	0.0114267607276955	0.0372967484624321	0.0132061330875758	0.0127025577395423	0.0120831035765894	0.0118523257463749	0.0122001551568478
Sik1	0.00157297051724226	0.0032915935934163	0.00531680421550323	0.00472177830197208	0.00294347750187872	0.000845048656101374	0.002115540913239	0.00282389553931403
Smarca4	0.0347012755412507	0.0162362910569169	0.0160254849836242	0.0150124812177602	0.0183225006014773	0.0626207774859735	0.00616734970071555	0.0158020323793968
Snhg12	0.000229482235365585	0.000558962061681698	0.0022848030305419	0.0041786622861043	0.000159322756436968	0.00245074062123658	0.000409192577561006	0.00280767365666484
Snora5c	0.002041745368182	0.00435073024196435	0.00158614550182126	0.00985390479015707	0.00144924485348708	0.000674357330645157	0.000260321741115185	0.000959301377574607
Snora81	0.00190250447519429	0.00415134163678693	0.00524270285086717	0.009890335228391	0.003275776547989	0.000686533977975164	0.004898450445945	0.00457719048915721
Sp1	0.0669902597858892	0.113243927126121	0.129887241227496	0.028145690560093	0.0788879346004594	0.0154848652927397	0.047860357684845	0.0804309990467357
Spata24	0.000736683542846704	0.000477735806004905	0.00045446922470815	0.00727322511104714	0.000846081329985699	0.000433288340727793	0.00169211969093205	0.00128809394399946
Sri	0.0283253755620356	0.0361301714973474	0.00797901004868702	0.0583216789055974	0.0440185063391808	0.0508211442437708	0.0683943380527476	0.026381390538085
Sspo	0.0432296860410694	0.0528205271298011	0.0407563483174557	0.108135728705063	0.0276843180623132	0.0237836242156417	0.0322869629965659	0.00733346321370094
Stim2	0.00986851707518292	0.0104188161282943	0.00990582627689109	0.0122616880546508	0.0124100822472684	0.00503331713182554	0.00371661936045563	0.0147476215714966
Stk35	0.0112145971946644	0.00625376221177099	0.00223881484028722	0.00889976206784311	0.0140279725262089	0.0260268643732977	0.0148424533892025	0.0143941896776692
Tln1	0.0116590071728325	0.0176820226097028	0.0168938131900318	0.0312573259445691	0.00836823429950054	0.00513598602278235	0.00819734356369236	0.00748487026232083
Tmbim6	0.00488991034824809	0.00712150806104473	0.00784208699910395	0.0149671789749687	0.00573944158816622	0.00217989091743297	0.00788234161150265	0.00115733694736565
Tmem164	0.00712142378774439	0.00526006627085701	0.00130199539362973	0.00230374282464603	0.00422672088361497	0.0042327011487099	0.0141699084029717	0.00343056907320139
Tmem181b-ps	0.00211922609715509	0.00607470421055826	0.00516290720893644	0.0147469494114398	0.00453182901138827	0.00448179227934498	0.00228966024407502	0.00188883298672973
Trak2	0.0114729846919494	0.0141727810912014	0.0231647691682122	0.0207896922833567	0.0135458435120373	0.0107741887248795	0.0155032845824338	0.0294434279448178
Tspan4	0.00214371038670846	0.000686196425147781	0.00171786754427672	0.00484865675314563	0.000552636276825015	0.00277168095557989	0.000611073690910419	0.00129996406957219
Ttc7	0.0675827438850056	0.0813396946312504	0.0562528320691063	0.034161810380883	0.0593233638670929	0.00884556349402583	0.0503221164431777	0.0371135369330897
Tuba1b	0.00354763603735826	0.0128143781931088	0.0140851100348347	0.00802281376173856	0.00522220319676987	0.00991484954485517	0.0108599902228755	0.00287316638311004
Txnrd3	0.0344737048380615	0.0541737229272109	0.0338913067734838	0.00629038784566288	0.0321685094638806	0.0158691748599882	0.0336247303582492	0.00821572618142997
Ubc	0.00113304192543056	0.00318369830904395	0.00325532793005118	0.00899340070877849	0.000629222143030806	0.00217778158604035	0.000526279659632911	0.00219548949314931
Ubr3	0.0625514233180907	0.0624033382440547	0.0606855235095364	0.0348112426991349	0.0676006375540577	0.00923470749095477	0.0695745825435142	0.0349945698816901
Uqcrh	0.0169764619046593	0.0203323227752028	0.0111836119752932	0.0147129118579118	0.0105718687170302	0.00164029313458693	0.00698367874666707	0.01031863987639
Uqcrq	0.00216492797929484	0.00591163371569482	0.00497096293911232	0.00204745347748016	0.00320482147067729	0.00216636394340192	0.00469837329208336	0.00382435916456403
Wdr1	0.00260445558204419	0.0261369576308366	0.0222778322949351	0.0296666299597616	0.00311392642555411	0.0298491679979079	0.00647763623669705	0.0210987106660835
Xist	0.00146945832581664	0.00232166475626289	0.00304674370963928	0.00568624642811253	0.00109035968881114	0.00234200939798372	0.000326799669784398	0.000779431483056368
Yrdc	0.00358204394793914	0.000567475119951948	0.00180207534270247	0.0026704877246402	0.00107091335828761	0.00869757219167961	0.00262994953246695	0.00137688943760989
Zfp36l1	0.000228064805629725	0.000730430821924834	0.000314798802312562	0.00566230015060522	0.00151850755664427	0.000394595265310044	0.000502185550437433	0.00238474967061861
