mouse id	RFID	Genotype	Environment	Weight gain-	Wedge cage	Gender	Pregnant	Diarrhea	Tissue	Flow-date	RANTES	MIP 3a	KC	TNF a	MCP 1	IP 10	MIP 1a	MIP 1b	IL 1a	IL 6	CCL2 B. subtilis	CCL2 B. vulgatus	CCL2 C. albicans	CCL2 aCD3-CD28	CCL2 C. perfringens	CCL2 PBS	CCL2 P. aeruginosa	CCL2 S. aureus	IL-1a B. subtilis	IL-1a B. vulgatus	IL-1a C. albicans	IL-1a aCD3-CD28	IL-1a C. perfringens	IL-1a PBS	IL-1a P. aeruginosa	IL-1a S. aureus	IL-5 B. subtilis	IL-5 B. vulgatus	IL-5 C. albicans	IL-5 aCD3-CD28	IL-5 C. perfringens	IL-5 PBS	IL-5 P. aeruginosa	IL-5 S. aureus	IFN-y B. subtilis	IFN-y B. vulgatus	IFN-y C. albicans	IFN-y aCD3-CD28	IFN-y C. perfringens	IFN-y PBS	IFN-y P. aeruginosa	IFN-y S. aureus	TNF-a B. subtilis	TNF-a B. vulgatus	TNF-a C. albicans	TNF-a aCD3-CD28	TNF-a C. perfringens	TNF-a PBS	TNF-a P. aeruginosa	TNF-a S. aureus	CXCL1 B. subtilis	CXCL1 B. vulgatus	CXCL1 C. albicans	CXCL1 aCD3-CD28	CXCL1 C. perfringens	CXCL1 PBS	CXCL1 P. aeruginosa	CXCL1 S. aureus	IL-1b B. subtilis	IL-1b B. vulgatus	IL-1b C. albicans	IL-1b aCD3-CD28	IL-1b C. perfringens	IL-1b PBS	IL-1b P. aeruginosa	IL-1b S. aureus	IL-10 B. subtilis	IL-10 B. vulgatus	IL-10 C. albicans	IL-10 aCD3-CD28	IL-10 C. perfringens	IL-10 PBS	IL-10 P. aeruginosa	IL-10 S. aureus	CCL3 B. subtilis	CCL3 B. vulgatus	CCL3 C. albicans	CCL3 aCD3-CD28	CCL3 C. perfringens	CCL3 PBS	CCL3 P. aeruginosa	CCL3 S. aureus	CCL4 B. subtilis	CCL4 B. vulgatus	CCL4 C. albicans	CCL4 aCD3-CD28	CCL4 C. perfringens	CCL4 PBS	CCL4 P. aeruginosa	CCL4 S. aureus	IL-17 B. subtilis	IL-17 B. vulgatus	IL-17 C. albicans	IL-17 aCD3-CD28	IL-17 C. perfringens	IL-17 PBS	IL-17 P. aeruginosa	IL-17 S. aureus	IL-6 B. subtilis	IL-6 B. vulgatus	IL-6 C. albicans	IL-6 aCD3-CD28	IL-6 C. perfringens	IL-6 PBS	IL-6 P. aeruginosa	IL-6 S. aureus	IL-13 B. subtilis	IL-13 B. vulgatus	IL-13 C. albicans	IL-13 aCD3-CD28	IL-13 C. perfringens	IL-13 PBS	IL-13 P. aeruginosa	IL-13 S. aureus	Blood Total T cells	Blood Total B cells	Blood CD4 T cells	Blood CD8 T cells	Blood CD4 T cells CD44lo CD62Lhi	Blood CD4 T cells CD44hi CD62Lhi	Blood CD4 T cells CD44hi CD62Llo	Blood CD4 T cells CD44lo CD62Llo	Blood CD8 T cells CD44lo CD62Lhi	Blood CD8 T cells CD44hi CD62Lhi	Blood CD8 T cells CD44hi CD62Llo	Blood CD8 T cells CD44lo CD62Llo	Blood Total myeloid CD11b CD11c	Blood CD4 T cells CD25+	Blood Total immune cells CD45+	MLN Total T cells	MLN Total B cells	MLN CD4 T cells	MLN CD8 T cells	MLN CD4 T cells CD44lo CD62Lhi	MLN CD4 T cells CD44hi CD62Lhi	MLN CD4 T cells CD44hi CD62Llo	MLN CD4 T cells CD44lo CD62Llo	MLN CD8 T cells CD44lo CD62Lhi	MLN CD8 T cells CD44hi CD62Lhi	MLN CD8 T cells CD44hi CD62Llo	MLN CD8 T cells CD44lo CD62Llo	MLN Total myeloid CD11b CD11c	MLN CD4 T cells CD25+	MLN Total immune cells CD45+	MLN Eosinphils	MLN Neutrophils	MLN Ly6C Monocyte	MLN CD11c MHCII	MLN CD103 CD11c MHCII DC	MLN CD103neg CD11c MHCII DC
505750	E8 NOD2 505750 PBMC lymph.fcs	NOD2	wild	10.16949153	3	F	N	N	blood	4-Aug	58.2572737201558	204.998588701067	368.39334324648	28.9474881960825	17.131909344927	99.7050050850202	9.19117954654941	17.1916455832908	2.81940604165539	0	7.954615055	5.866102204	6.920037824	3.860713662	8.359446243	5.362979545	0	9.007257516	1.995478085	2.901411702	3.562941766	3.734474414	4.024009476	1.613399966	6.425986473	2.475273915	2.262087951	6.397736255	5.312298135	24.85185963	6.234136019	2.153648566	4.945157632	3.871450052	13.92221615	16.49628797	1.193187014	2102.33267	24.30156504	0	1198.912499	33.6506909	5.149535852	6.396078547	3.776919079	90.83202975	10.31901378	1.382961703	1	8.595962889	16.74181283	28.17126178	19.83954621	5.194522614	28.07242389	3.161461662	48.2090277	19.41228786	3.403070969	12.51365337	7.223753257	1.601312118	10.73598671	0	9.898846297	14.46544847	14.01550115	131.2394556	177.8347946	1	30.15521956	1	1	1	44.56387849	87.49328646	9.067676608	298.1567721	14.60189836	2.514867844	138.2203512	53.97245398	16.49589508	38.47013853	30.66782648	148.0549825	0	0	0	0	3.918628328	7.771300136	10.16389452	66.9624204	47.3675885	0	4.714843825	3.020044622	93.3645827	198.8331165	35.7742124	99.696653	1	1	116.871776	74.53115053	3.563189625	6.712279876	0	2.611234487	3.482146502	2.409478455	0	35.72034772	20.1	43	13	6.14	35.7	1.6	17.3	45.5	53.3	18	8.1	20.6	33.3	0.87	6.46	66.8	25.1	41.7	22.3	15.9	2.03	22.5	59.6	5.74	0.25	7.25	86.8	3.05	4.99	86.8	0.15	0.024	0.28	1.03	0.17	0.56
76-5	E5 AtgE PBMC 76-5 lymph.fcs	AtgE	lab	17.4796748	2538776	M	N	N	blood	28-Jul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.137612669	0	0	6.308184157	4.733794674	5.880155121	9.297931889	4.97586615	1.520586587	1.098569513	0	2.40858374	1.481762243	1.779427206	2.914420901	2.476641542	1.821146299	1.493855386	0	4.679898106	2.016609797	3.812148169	2.438768167	2.748471737	6.193121165	659.4364169	0	493.3744726	6.647155956	6.837656478	652.9232951	10.42167228	2.500604105	8.124446856	1.054489039	14.76068904	8.577889044	2.468895624	7.135024741	2.566950988	7.863474863	60.96834499	1.017425307	9.994041718	25.80666419	11.27250419	35.64199785	5.03133079	5.557794143	0	0	7.475408333	0	8.546739464	3.399259967	5.994707836	1	1	1	1	1	1	1	1	175.0172123	125.680792	1.209258306	80.5201007	45.66704879	6.814123624	65.14211627	6.326146436	102.7548968	0	0	82.96711507	7.146939889	11.08499442	0	0	0	2.45388143	0	22.57767911	10.10544845	2.741374253	0	4.197539881	48.03946168	157.0615168	1	68.1659252	146.7848282	51.81142193	89.00889761	1	2.894228758	0	0	1.47285446	5.377946172	4.708817442	0	2.674443469	11.5	40.8	5.25	3.1	48	0	17.3	34.7	74.4	15.8	2.26	7.52	20	0.19	1.3	30.1	37.1	11.1	6.83	40	3.17	20	36.9	19.2	1.65	7.86	71.2	4.79	1.74	94.6	0.069	0.023	2.82	3.13	0.38	1.74
505054	D9 AtgE505054 PBMC lymph.fcs	AtgE	wild	51.78571429	3	F	N	N	blood	4-Aug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.417367299	6.497320249	10.73490985	3.781735144	4.547810767	1.503192802	3.642097797	5.007969433	3.080902354	2.353272777	3.590828843	2.221590713	1.991677817	1.194440214	1.911228415	2.150899508	3.975020094	5.162640451	8.116764015	12.34807743	4.549152059	0	3.043502967	2.304126922	23.82189915	148.6210245	14.87767774	2044.118251	24.00137926	0	74.98177171	3.74239693	5.410983808	8.477752832	2.834700229	83.37229658	8.737439131	1.291234841	8.073908065	13.27960281	75.41634596	90.99930919	25.61288136	5.44328036	45.30729131	1.588239547	103.1767239	43.52941545	3.913310525	7.747651654	14.70802429	0	1.926880444	0	1.226846788	2.135234985	1	1	37.38590059	1	1	1	1	1	99.51266385	177.0443703	18.7740599	281.5960616	29.17199437	5.888574921	238.5680158	159.4570371	43.86374843	43.13394561	31.27929587	174.7362541	3.657656078	0	11.40860464	32.12097507	7.272289174	6.535283546	16.50022597	69.45841137	4.154790504	0	4.107966986	4.253372667	111.7338001	626	69.04386142	127.5539897	1	1	176.209718	72.87969219	7.14446662	4.588129212	7.520408434	1.795949564	2.430035896	0	5.057025732	0	15.8	39.7	8.86	6.13	33.9	5.7	22.2	38.2	35.8	29.2	16.5	18.5	41.5	0.55	23	57.8	31.6	29.5	25.4	21.4	2.94	24	51.6	10.3	1.11	14	74.5	4.73	3.59	81.5	0.1	0.06	0.47	1.85	0.29	1.06
505349	D1 AtgE 505349 PBMC lymph.fcs	AtgE	wild	29.94350282	4	F	N	N	blood	4-Aug	17.1762674629471	176.660036401593	396.071976237129	43.9216267699172	11.3035724135276	87.3158342654702	0	15.998326567516	11.8143222234914	0	8.480137648	7.029663261	7.603806801	3.746732213	7.220654894	2.355924618	5.145885205	2.704973067	2.748277049	3.091226467	2.997270117	2.618904298	2.066891217	1.692682953	2.495815915	2.749695027	5.647344805	7.489423104	6.534280353	6.695488743	6.824356255	2.946250217	6.285411126	3.471038921	6.227524186	15.61920265	8.874094155	8.018415628	14.47924693	1.30110221	9.336723666	4.027107676	4.097791141	5.065905544	3.934565425	3.70071106	5.849743851	1.982227382	6.741023647	3.285002158	2.939367184	37.52954162	11.9587653	5.202738118	21.33403731	4.415653361	9.680148442	6.637532309	12.52890352	11.21084193	12.55432518	5.954659951	11.44680268	5.043766078	10.47732166	7.181986562	134.0407172	149.9495127	20.24935375	53.5344755	92.86452876	1	175.8035366	11.12523629	39.57260668	41.83721207	8.98187233	11.82639048	20.99883545	7.257310944	83.13686124	8.838189421	102.9021708	50.7266181	13.1595805	29.37826556	39.56066698	2.87671692	41.50571013	10.78319495	27.03381398	7.235580984	4.877272095	9.139352893	8.617899773	2.128881966	4.809337317	6.05625987	91.63871441	104.0493564	59.748792	1	84.64205167	27.59858945	129.4248419	26.46623576	5.27527756	5.088599202	5.713138342	5.749004027	10.30112997	3.478914162	3.411204329	2.713779242	10.4	40.2	5.7	3.93	41.9	5.61	24.5	28.1	44.3	32.9	10.6	12.2	46	0.44	12.8	58.2	29.1	31.1	23.8	17.1	2.3	28.7	51.9	10.6	1.83	16.4	71.2	4.49	4.39	87.1	0.14	0.27	1.13	1.56	0.29	0.73
32-1	D1 AtgW PBMC 32-1 lymph.fcs	B6	lab	1.976284585	2537332	M	N	N	blood	28-Jul	42.6281648531616	49.6750292570096	427.814579301486	22.841730516369	25.6317771843895	167.602401856632	0	23.9053489200861	11.3244869107549	107.166605860484	8.494626358	10.05970175	9.133177808	8.504286162	7.039202803	7.699814779	7.21109552	7.618202728	3.263992318	3.889503699	4.038508532	3.174236788	3.199582296	3.157872853	2.627275989	3.026526115	8.242933443	9.850562384	9.470376701	10.40648726	6.141245614	6.131980636	5.975152224	5.584297713	17.46283464	1586.256605	25.16930909	838.0807726	60.38144841	10.81409169	1115.543704	245.3813722	6.868276729	15.04618879	4.89330449	36.00307917	10.26353843	3.601947242	10.12081497	13.87284606	26.61298355	53.01040568	28.82260811	19.38647319	24.36159384	19.45102705	22.8691546	22.53318281	15.39100329	9.913614987	11.65316764	6.299318963	10.29384368	8.772884332	7.112489496	8.908110694	93.78429834	184.4368796	102.1996163	100.6954864	106.6807875	80.80068705	45.59220375	114.413105	147.5690795	374.3328615	15.01602042	258.3281926	47.27334253	10.60409359	222.1562003	60.08428757	76.11414996	103.7352728	48.56345003	114.4745208	43.45852515	34.59198263	73.70618252	36.92038668	9.780070778	12.24023061	11.7426887	69.39290952	9.664664291	7.277538389	7.621489463	6.708021396	107.1623439	626	62.24584234	102.7964602	74.67169928	62.16956794	149.1333367	79.50287601	8.01148811	9.3962628	6.106081127	7.25958796	4.746878556	6.05537103	5.502331397	8.710700096	11.9	28.7	5.62	3.22	16.8	0	27.9	55.3	66.4	9.24	5.04	19.3	25	0.24	4.83	29.6	42.6	13.2	7.08	52.9	3	15.5	28.7	41.9	3.74	7.15	47.2	5.65	2.19	90.8	0.087	0.024	1.92	2.69	0.27	1.39
515753	E9 NOD2 515753 PBMC lymph.fcs	NOD2	wild	35.48387097	3	F	N	N	blood	4-Aug	44.4237449236915	352.714705687278	4177.0423673312	33.7663670867151	138.236138139286	228.881841482261	19.1392502404866	36.9834522121523	4.88972001235284	169.897128457581	8.707259656	8.23884446	6.497320249	1.555591979	9.962591546	0	5.335198431	2.470952078	2.982678241	1.439939537	2.809475915	2.238729535	2.749695027	0	2.454791111	1.655825874	3.995049872	3.256477522	4.718094158	27.36913796	4.12003493	0	4.152511091	5.561836504	12.92925234	891.7850395	3.398693597	2314.637997	9.851683546	0	90.90582	64.09641842	8.430201881	8.279587629	3.192743791	123.2448121	4.918978678	1.04286141	7.624262868	3.417302119	20.72761615	12.12678591	9.659346567	6.911288343	6.592322039	0	27.29847382	11.9140891	10.59161742	7.126377432	5.431365057	5.374927823	5.180732927	0	4.551397441	4.882374128	181.367814	96.07507377	38.44414044	1	26.98053778	1	30.06495458	1	42.19740894	1	11.11800868	289.4572221	27.02089268	4.286304707	116.7459471	54.71713383	61.83076827	73.05072485	9.299914707	176.0907969	49.12070013	0	18.66113893	18.83418976	2.799078671	8.824181849	4.261988176	117.0739999	10.5285362	1.894307963	7.626822934	0	1	98.96225945	1	127.7300766	78.6439659	1	149.8184402	1	0	1.58771931	5.566497774	2.275639786	9.847959592	0	4.399795577	2.415346949	13.8	51.5	8.1	4.86	19.1	1.24	19.6	60	32.9	20.5	11.4	35.3	30.2	0.54	6.1	61.8	28.6	34.6	24.4	20	2.95	22.9	54.2	10.4	1.48	11.3	76.9	3.55	4.21	85.1	0.097	0.15	0.54	1.3	0.29	0.66
515152	E1 NOD2 515152 PBMC lymph.fcs	NOD2	wild	48.27586207	4	F	N	N	blood	4-Aug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.89108109	8.915279715	6.53047609	9.346406619	7.882448389	3.86950773	6.596836777	7.024893897	3.204062049	3.153414895	3.135604254	2.462977115	3.057348179	1.926221577	2.656649435	2.635656901	5.458894809	5.548373883	5.678953993	14.53800742	8.081535188	2.738028568	3.433026853	5.281370814	9.378032691	8.369217903	15.99526092	5316.667496	13.5182518	2.870098126	8.277632835	9.922182563	8.448234266	12.0332643	3.437094836	101.4591079	12.57386631	2.411000416	8.67982504	13.63487226	117.393231	130.0923199	22.39913827	50.89923246	87.38871816	16.55624035	199.0963539	99.21048301	8.898439504	10.83571527	10.45746288	8.093023526	12.79357227	6.00361604	4.509955221	8.18339141	1	89.08798666	100.6201417	1	40.37598232	1	61.14957643	111.9977189	128.3986799	168.3274811	19.17788658	436.2248816	33.56773613	7.925727874	184.5534478	74.26697244	14.37232672	29.25118102	21.46856387	140.7526313	24.09169266	8.892970818	19.43960866	34.13266013	3.08394755	7.76593291	11.11871251	177.061888	8.457327086	3.675863175	5.311173827	5.009640947	82.94719574	211.4570049	64.79132935	93.00113228	132.3110977	36.3778516	139.0243934	51.68596895	2.017587426	5.602202338	3.241789672	7.393577408	3.331025155	2.152558889	3.504793208	5.392135626	21.4	43.6	12.7	7.92	64	3.81	10.4	21.8	67.7	20.5	3.52	8.35	31.8	0.78	3.55	62.3	27.2	36	23.7	10.1	1.44	20.8	67.7	4.38	0.34	7.8	87.5	3.08	4.07	87.2	0.14	0.074	0.54	1.41	0.34	0.51
515251	E6 NOD2 515251 PBMC lymph.fcs	NOD2	wild	46.15384615	3	F	N	N	blood	4-Aug	73.8611091547024	229.285009994879	115.109870434911	0	31.5503082863544	109.604169476687	0	39.2591743700512	44.1406414499966	33.1059297551832	9.012099436	5.894211937	12.67197811	3.469005745	15.42669898	1.676341241	4.273356324	4.010706461	4.33363861	8.273047069	8.202929389	1.115862755	4.236701982	1.175644162	2.991430472	2.765309332	6.341496497	3.516858411	24.29635303	17.34127811	7.220223766	1.062582329	0	3.647882196	15.19613637	6.849643859	0	2482.182283	15.0114404	0	534.2786436	675.4165995	6.441808347	8.286128509	10.5986132	193.7212001	13.6192542	1.066154387	1	18.49030344	223.601266	184.4113195	28.22777408	4.958593686	100.0038958	2.505394614	426.8258245	143.74444	3.043389433	6.877288958	31.22288498	0	8.985546737	1.022528466	5.279760097	3.743479109	54.3786511	105.415833	1	68.21362712	41.42528792	1	52.94244448	1	108.9244008	59.01642433	19.37327829	1	5.323889121	2.220144683	243.3635418	153.944695	1.525416596	13.63587621	0	745.9703355	11.30070701	0	0	9.943872293	2.164329682	2.285490559	4.931881682	0	40.49402569	0	0	20.97540759	86.74938277	1	1	1	1	1	1	20.64537476	3.576198001	16.00867854	12.82521636	6.342395823	2.894228758	1.005683291	4.591568549	3.621816192	21	57.4	12.9	7.22	40.2	3.14	13.6	43	53.8	25.1	5.92	15.2	18.1	0.9	5.53	60.8	29.2	36.9	21.2	10.2	1.1	21.3	67.4	3.43	0.56	9.81	86.2	2.83	6.65	26.6	0.03	0.00905	27.4	0.28	0.052	0.12
505452	E9 AtgW 505452 PBMC lymph.fcs	B6	wild	28.94736842	4	F	Y	N	blood	4-Aug	1.00000000000011	0	3.44000000000001	0	0	1.00000000000002	0	1.00000000000005	1	0	9.02662577	4.602124175	7.388102242	5.45571934	12.94330193	3.935580021	5.31668834	6.091404996	2.846702984	4.119365014	3.62967954	2.981220381	4.414676725	1.780643108	3.086800421	2.460247391	7.464831219	7.040774496	8.471406753	65.49625887	7.896051054	4.701105027	3.979023162	5.73780731	4.993019655	15.48332456	17.32093354	1710.979073	24.16131511	3.424555539	1859.367807	34.61641168	5.07805567	5.510916212	3.103795987	35.51143798	7.72783521	1.949700384	6.607788958	9.60906901	19.76167937	23.28744304	13.81248628	11.62503362	22.41253381	7.815258333	13.08153884	21.21503774	12.70188585	10.25918672	10.32356373	9.184507237	15.10613872	4.835915689	10.37312583	9.682644872	194.8664317	143.2300425	75.31624698	127.3585693	185.1230226	1	264.8186302	5.60231239	92.64708031	117.0280299	15.93750314	190.8720587	29.31693595	13.55249259	124.4621278	128.9310436	48.12484601	54.49705563	28.82725737	124.1600504	48.72277553	5.071242489	88.20790938	33.27496034	10.52262411	7.409188257	13.73494034	83.94035716	13.423359	5.724967356	7.889692414	10.10544845	108.5968212	211.8953292	34.94944829	106.9565028	75.73832502	61.02702004	133.2977236	73.49048351	5.053519885	5.734653135	6.855921524	8.418939872	8.505984755	2.602238656	1.256665164	4.812764457	10.8	59.1	6.37	3.68	48.9	3.01	23.9	24.2	56.5	26.4	7.17	9.93	26.1	0.44	5.49	55.1	33.2	31.1	20.6	18.7	2.52	21.8	57	16	1.54	8.77	73.7	5.13	3.73	84.4	0.22	0.19	0.7	1.64	0.25	0.88
71-3	D6 AtgE PBMC 71-3 lymph.fcs	AtgE	lab	3.255813953	2538771	M	N	N	blood	28-Jul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.10895757	10.04999006	8.060531303	10.95354983	8.60091279	4.980450511	6.881942213	10.26853449	3.303145739	3.637466177	2.842399016	4.086960313	2.649645542	1.823389723	2.384245481	3.301636956	6.378972576	9.047453822	6.487095853	12.05710745	4.984072771	2.769404912	4.067454726	5.521480459	30.74117933	215.8559342	11.1680327	411.5014524	14.72776261	2.407864078	12.5062147	44.32471054	6.032054976	11.43408184	3.483838095	31.07448715	10.90448183	2.065373725	4.200422609	14.13215161	33.24553395	71.53774916	14.07063517	26.25083854	45.32266123	6.102999453	22.43933084	32.61859262	11.34129211	9.716989094	10.24433918	10.45249906	7.893955265	8.41731807	9.506332374	10.84070515	176.5663225	149.8147585	112.8775895	187.9812193	90.94192512	90.09321105	108.6083077	193.1548236	61.81809584	120.8044315	9.739853779	244.4762784	25.15456736	5.106752458	58.53380875	33.48509789	36.00765677	54.00898024	11.73245137	133.4780128	18.22838138	7.252838412	10.09435224	39.23185679	12.8812529	12.24640975	10.29870969	65.34365872	7.927487821	4.146261463	6.259248534	7.685573986	91.92960641	132.4207725	57.66332467	91.34585758	74.3901252	47.0232897	72.87969219	73.2152885	6.473873562	9.235896125	4.358926023	10.54744393	8.226261112	3.961526297	3.96485845	9.709985427	14.6	27.2	7.04	4.24	60.6	0.7	13	25.7	81.9	7.02	3.51	7.6	24.1	0.27	3.04	38.1	30.7	18.3	8.89	56.1	4.15	11.4	28.3	37.8	3.2	6.3	52.6	5.68	2.87	89.7	0.036	0.041	2.91	2.97	0.47	1.55
32-5	D3 AtgW PBMC 32-5 lymph.fcs	B6	lab	6.694560669	2537332	M	N	N	blood	28-Jul	48.6941724016999	133.737711498834	242.634472682483	12.917503859788	5.76616746877862	0	0	25.65239900232	29.5588906804161	47.0965662290326	9.10895757	8.920119749	14.35432172	4.15725561	9.268850766	3.75547718	6.720246234	7.829552382	2.894192932	3.819644148	5.812980399	2.60775641	4.658948957	2.141795318	2.895636196	2.776684211	6.987685108	9.031889945	11.73450404	11.56293659	7.259199396	3.772798279	4.927895001	4.662956221	33.62833489	609.149912	26.56294284	2017.421894	18.5774382	4.51740347	225.888299	43.98509656	5.467831972	12.40196178	4.282858675	34.75801313	9.710820668	2.768241808	5.360363477	11.30310927	16.15008943	43.62112366	37.20136016	11.5807712	29.51987245	7.661707577	17.52760521	18.06971376	9.379330271	11.01555443	9.034003831	7.988629385	8.623604413	5.210820634	8.140561608	4.933190297	114.0479958	176.2486506	199.3594078	54.88426808	81.8259214	1	59.48861632	44.81453417	64.61313847	227.4884607	8.320699147	216.3676057	28.74873342	13.91764264	105.991345	47.55824699	57.21454895	61.27937593	169.9318684	104.7285085	29.63230551	13.46265263	54.24336309	28.63633798	7.515084979	11.31150291	26.30053207	227.7701973	13.4994855	5.1063322	9.009480686	4.581110541	82.46029104	202.9572099	74.41836855	90.93633151	68.19878139	55.06988957	133.3477268	81.6599414	9.614254606	6.981496077	12.50738374	6.624104683	6.335103689	3.194235982	4.805820588	7.460689387	11	29.5	6.26	2.22	18.6	0	43.6	37.7	64.1	11.5	2.56	21.8	24.7	0.43	4.79	30	44.4	13.9	7	38.4	2.71	16	42.9	23.3	3.11	8.89	64.7	4.7	2.35	90.9	0.051	0.01	1.49	2.18	0.31	1.09
504949	E8 AtgW 504949 PBMC lymph.fcs	B6	wild	7.843137255	8	M	N	N	blood	4-Aug	64.8907642252292	40.3179105966671	194.418918169137	0	4.76999248577172	24.6920559478064	3.35634760640903	31.4571769185342	36.4047941031141	0	9.278544158	10.33168009	7.359376177	8.089431863	9.44337825	5.474291985	11.56078754	7.206316209	4.033673638	5.038231447	5.336626894	2.952113991	4.276049008	2.778107196	4.876497608	3.873590323	8.773567251	11.91780023	8.146994604	62.14257391	6.600514713	5.642833857	8.897307691	7.548539764	23.72239353	56.9028385	10.30658242	1170.852173	21.30268859	6.07907773	30.91508604	72.85732519	5.515535629	7.393555908	4.546770183	59.63339932	10.77423514	2.743913735	7.289022165	14.92876886	37.51461361	75.51303375	21.61235941	29.876952	38.95221934	10.11000408	55.41437386	38.44203678	11.32622982	15.82679924	15.20450149	17.42568309	13.33493469	9.467224517	19.73859723	16.83619064	74.91597865	181.2421058	90.71062619	264.0837008	116.669999	122.7276702	254.3155187	223.1427219	81.35535017	138.2264546	15.16700413	257.6452314	28.11353273	10.52193489	156.8327221	108.0162657	46.50417888	43.11364756	3.155224103	151.1009843	43.33684957	11.06342945	66.27712093	40.7905658	9.17332958	14.55131826	14.745966	46.04025171	9.252763589	5.821701237	15.68285926	11.80990848	82.78551294	157.153169	87.26301777	98.86660213	70.31074709	46.35820203	125.936261	89.4072764	6.411735441	8.101842546	6.019191673	9.579809068	6.859610325	3.379076311	8.064181149	10.57055294	31	43.1	17.9	11.8	75.2	2.41	8.81	13.5	76.4	16.9	3.8	2.95	21.9	1.06	1.38	63	26.7	37.2	21.8	13.5	1.22	15.2	70.1	8.59	0.47	7.11	83.8	2.83	4.01	87.7	0.051	0.029	0.4	0.99	0.21	0.5
515550	D2 AtgE 515550 PBMC lymph.fcs	AtgE	wild	26.94300518	4	F	Y	N	blood	4-Aug	45.9849190334021	350.215711785155	213.236537409855	0	10.2632185561815	175.095377392762	0	14.2558606006445	4.78412891956076	0	9.394888837	7.64220011	9.928606705	7.752653665	7.843976325	8.402885135	8.05571513	8.70242445	2.93179726	2.381546574	3.036788406	3.330343113	2.447976702	3.289574986	2.991430472	2.894192932	4.975416099	6.099587851	6.586304409	38.63351413	5.414333559	6.108837428	6.332138187	4.291536939	6.033733772	20.58015611	15.8581077	2831.146925	80.69908354	10.85807179	101.2390871	50.10676204	7.685735527	30.95296756	7.737555046	184.707352	35.30359855	3.787006381	13.41985805	29.98779917	40.27773694	199.3868459	29.67687794	16.23599825	140.9587913	17.15214459	81.09692265	23.35508122	7.024667097	6.602815635	7.554999032	8.97101851	5.30567202	8.609182665	8.412531724	7.714690827	60.31997207	63.71035318	135.5043337	57.15139301	63.71035318	71.94178769	101.6737685	147.5177185	107.6174184	239.607386	17.88199196	587.2131313	133.7741739	10.36231889	231.664804	135.8574973	34.11176673	49.00138111	14.30733255	403.3138802	35.88299216	21.12364037	67.93529851	60.80314637	6.012024609	5.628828881	8.567961968	215.8371318	6.58592402	8.07926843	7.382793951	5.739439612	76.06528054	174.3028592	73.69209599	129.9240942	70.2795483	62.75687959	129.9364107	64.63018635	6.400779388	5.774132823	5.828042841	9.358059714	5.321256586	5.928899484	6.459244642	6.671845105	18.1	43.4	9.17	7.77	34	1.99	16.3	47.7	45.8	24.7	8.07	21.4	29.9	0.71	2.17	60.1	29.1	32.9	24.5	17.8	1.59	18.7	61.9	7.6	0.64	10.4	81.4	3.62	4.13	85.8	0.29	0.13	0.68	1.42	0.33	0.72
71-8	D9 AtgE PBMC 71-8 lymph.fcs	AtgE	lab	9.561752988	2538771	M	N	N	blood	28-Jul	23.0016513603575	274.594225533719	184.673456257777	15.9896733379024	12.0723945714648	67.9645233300485	0	18.1857158672348	5.93161688763543	45.5955432492858	9.55492965	9.792688933	6.502055784	6.78678491	8.142431645	5.548662943	8.644411238	3.090216345	2.510917545	3.047062434	2.646845771	2.969566203	3.111909589	2.135300731	2.584121801	1.744298055	3.444414108	5.525959746	6.709770482	5.865227226	6.411820201	3.678966939	6.085721757	2.532486231	0	112.9116969	6.994233702	252.7088818	9.117743959	4.838773393	16.15010853	10.5517963	3.052609899	8.599249581	3.159328192	15.51678827	9.2996471	2.41625081	6.40395948	11.16721946	58.05061296	154.5389632	16.28514837	29.53413853	89.73622442	10.86942869	99.87436376	30.46446461	8.398175729	9.599320013	7.927066081	12.87513238	9.511222734	5.649795798	9.677740165	3.380224765	39.49918544	140.0731698	88.46819691	193.889154	198.0282545	1	204.8845668	1	60.35302838	113.4952252	9.775882861	48.62421626	35.07803267	3.289287846	51.85703812	55.39184025	38.09889597	38.24332062	23.87717988	72.52156767	36.81679868	0	34.92563473	14.17735079	9.584133567	7.105001729	10.26348842	27.15266034	6.535283546	3.144607295	7.658850148	5.217688851	55.75195583	141.9054777	51.12879423	57.01499737	85.3778703	1	90.47456297	84.3084272	4.406615013	9.426834303	5.652255683	4.048366117	7.077735154	0	4.903214345	3.968191234	7.91	29.8	4.09	2.46	3.81	1.9	15.2	79	46	25.4	3.17	25.4	36.9	0.16	8.12	34.1	37.4	16	9.08	52.4	4.1	13.7	29.7	21.5	2.12	10.5	65.9	4.13	2.28	66.5	0.063	0.014	14.9	1.3	0.22	0.6
